burstiness_target,burstiness_measured,scv_target,scv_measured,rate_per_lane,loss_probability,arrivals_measured,drops_measured
0.54375,0.5417179888936831,3.383561643835616,3.3641250398895095,0.95,0.0,100000,0
0.54375,0.5483027909032205,3.383561643835616,3.4277448691773635,0.9650000000000001,0.00079,100000,79
0.54375,0.5439139436723872,3.383561643835616,3.385137349086973,0.98,0.00082,100000,82
0.54375,0.5438893627374142,3.383561643835616,3.3849010231449332,0.995,0.00248,100000,248
0.54375,0.5416296563424272,3.383561643835616,3.363284029330893,1.01,0.01052,100000,1052
0.54375,0.5468103792599093,3.383561643835616,3.41316373648156,1.0250000000000001,0.02111,100000,2111
0.54375,0.5449433492222852,3.383561643835616,3.3950571793245925,1.04,0.03579,100000,3579
0.6624999999999999,0.6621646414033094,4.925925925925924,4.920043444557292,0.86,0.0,100000,0
0.6624999999999999,0.6614345343113812,4.925925925925924,4.907277034094832,0.875,0.0,100000,0
0.6624999999999999,0.6590481732188559,4.925925925925924,4.865931321974683,0.89,0.0,100000,0
0.6624999999999999,0.6626030687902825,4.925925925925924,4.927736191402554,0.905,0.0,100000,0
0.6624999999999999,0.6586312307882092,4.925925925925924,4.858766765975499,0.92,0.0,100000,0
0.6624999999999999,0.6587190778887537,4.925925925925924,4.8602748364236605,0.935,0.0,100000,0
0.6624999999999999,0.66027955141467,4.925925925925924,4.887193450757634,0.95,0.00014,100000,14
0.6624999999999999,0.6629142167449578,4.925925925925924,4.9332078045153915,0.9650000000000001,0.00047,100000,47
0.6624999999999999,0.6623907605576196,4.925925925925924,4.9240084877515296,0.98,0.00594,100000,594
0.6624999999999999,0.6621311690082677,4.925925925925924,4.919456950584887,0.995,0.0119,100000,1190
0.6624999999999999,0.6636373243284398,4.925925925925924,4.945962928279507,1.01,0.01489,100000,1489
0.6624999999999999,0.6586640171208135,4.925925925925924,4.859329517884102,1.0250000000000001,0.02733,100000,2733
0.6624999999999999,0.6553828488245181,4.925925925925924,4.8035416785788,1.04,0.04098,100000,4098
0.78125,0.7831886004016627,8.142857142857142,8.224607210253616,0.86,0.0,100000,0
0.78125,0.7788217924811494,8.142857142857142,8.042482179577041,0.875,0.0,100000,0
0.78125,0.7817444274793341,8.142857142857142,8.163569007204282,0.89,0.0,100000,0
0.78125,0.7755599561695572,8.142857142857142,7.911065805667615,0.905,0.0,100000,0
0.78125,0.7835720811158842,8.142857142857142,8.240951954405105,0.92,0.0,100000,0
0.78125,0.7852449357857092,8.142857142857142,8.312935214437244,0.935,0.00061,100000,61
0.78125,0.7830897308185496,8.142857142857142,8.220402554232939,0.95,0.00026,100000,26
0.78125,0.7848957341298453,8.142857142857142,8.297816535201942,0.9650000000000001,0.00809,100000,809
0.78125,0.7787728356812548,8.142857142857142,8.040481109807969,0.98,0.0025,100000,250
