17 13
-1.00000000 -0.88125000 -0.76250000 -0.64375000 -0.52500000 -0.40625000 -0.28750000 -0.16875000 -0.05000000 0.06875000 0.18750000 0.30625000 0.42500000 0.54375000 0.66250000 0.78125000 0.90000000
0.86000000 0.87500000 0.89000000 0.90500000 0.92000000 0.93500000 0.95000000 0.96500000 0.98000000 0.99500000 1.01000000 1.02500000 1.04000000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0083600000 0.0242900000 0.0384600000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0073000000 0.0235400000 0.0376400000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0094300000 0.0246800000 0.0394600000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0097800000 0.0231400000 0.0394900000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0107200000 0.0244700000 0.0405400000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0097100000 0.0214000000 0.0385700000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0083200000 0.0249000000 0.0398900000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0095300000 0.0212600000 0.0396500000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0051500000 0.0216100000 0.0363100000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0001200000 0.0128600000 0.0210500000 0.0336500000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0029500000 0.0109500000 0.0227600000 0.0382300000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0006300000 0.0134300000 0.0212800000 0.0437200000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0007200000 0.0048000000 0.0096300000 0.0319900000 0.0393800000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0007900000 0.0008200000 0.0024800000 0.0105200000 0.0211100000 0.0357900000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0001400000 0.0004700000 0.0059400000 0.0119000000 0.0148900000 0.0273300000 0.0409800000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0006100000 0.0002600000 0.0080900000 0.0025000000 0.0179700000 0.0258400000 0.0412300000 0.0370900000
0.0034500000 0.0020000000 0.0026400000 0.0037200000 0.0147900000 0.0180600000 0.0125600000 0.0199500000 0.0343100000 0.0226200000 0.0491200000 0.0411200000 0.0602500000
