implementation,n_lane,egress_symbols_per_beat,ready_duty,burstiness,rho_lane,effective_load,loss_probability
opq,4,1,1.000000,0.18333333,0.54166667,2.6972789116,6.292559899117e-01
opq,4,1,1.000000,0.20000000,0.54166667,2.7619689032,6.379394428218e-01
opq,4,1,1.000000,0.21666667,0.54166667,2.8301360456,6.466600955288e-01
opq,4,1,1.000000,0.23333333,0.54166667,2.9019997596,6.554100334760e-01
opq,4,1,1.000000,0.25000000,0.54166667,2.9777985074,6.641814422574e-01
opq,4,1,1.000000,0.26666667,0.54166667,3.0577919856,6.729666358273e-01
opq,4,1,1.000000,0.28333333,0.54166667,3.1422636242,6.817580828341e-01
opq,4,1,1.000000,0.30000000,0.54166667,3.2315234432,6.905484309286e-01
opq,4,1,1.000000,0.31666667,0.54166667,3.3259113286,6.993305289279e-01
opq,4,1,1.000000,0.33333333,0.54166667,3.4258007985,7.080974467537e-01
opq,4,1,1.000000,0.35000000,0.54166667,3.5316033501,7.168424930902e-01
opq,4,1,1.000000,0.36666667,0.54166667,3.6437734915,7.255592307408e-01
opq,4,1,1.000000,0.38333333,0.54166667,3.7628145900,7.342414896910e-01
opq,4,1,1.000000,0.40000000,0.54166667,3.8892856940,7.428833779087e-01
opq,4,1,1.000000,0.41666667,0.54166667,4.0238095238,7.514792899408e-01
opq,4,1,1.000000,0.43333333,0.54166667,4.1670818709,7.600239133805e-01
opq,4,1,1.000000,0.45000000,0.54166667,4.3198827060,7.685122333017e-01
opq,4,1,1.000000,0.46666667,0.54166667,4.4830893676,7.769395347704e-01
opq,4,1,1.000000,0.48333333,0.54166667,4.6576923024,7.853014035531e-01
opq,4,1,1.000000,0.50000000,0.54166667,4.8448139512,7.935937251539e-01
opq,4,1,1.000000,0.51666667,0.54166667,5.0457315417,8.018126823164e-01
opq,4,1,1.000000,0.53333333,0.54166667,5.2619047619,8.099547511312e-01
opq,4,1,1.000000,0.55000000,0.54166667,5.4950095828,8.180166958902e-01
opq,4,1,1.000000,0.56666667,0.54166667,5.7469798832,8.259955628303e-01
opq,4,1,1.000000,0.58333333,0.54166667,6.0200590621,8.338886729042e-01
opq,4,1,1.000000,0.60000000,0.54166667,6.3168645527,8.416936137146e-01
opq,4,1,1.000000,0.61666667,0.54166667,6.6404691632,8.494082307412e-01
opq,4,1,1.000000,0.63333333,0.54166667,6.9945045988,8.570306179831e-01
opq,4,1,1.000000,0.65000000,0.54166667,7.3832945593,8.645591081360e-01
opq,4,1,1.000000,0.66666667,0.54166667,7.8120277635,8.719922624096e-01
opq,4,1,1.000000,0.68333333,0.54166667,8.2869856101,8.793288600884e-01
opq,4,1,1.000000,0.70000000,0.54166667,8.8158457225,8.865678879281e-01
opq,4,1,1.000000,0.71666667,0.54166667,9.4080926252,8.937085294711e-01
opq,4,1,1.000000,0.73333333,0.54166667,10.0755824204,9.007501543562e-01
opq,4,1,1.000000,0.75000000,0.54166667,10.8333333333,9.076923076923e-01
opq,4,1,1.000000,0.76666667,0.54166667,11.7006550585,9.145346995531e-01
opq,4,1,1.000000,0.78333333,0.54166667,12.7027993415,9.212771946471e-01
opq,4,1,1.000000,0.80000000,0.54166667,13.8734358478,9.279198022053e-01
opq,4,1,1.000000,0.81666667,0.54166667,15.2584785024,9.344626661273e-01
opq,4,1,1.000000,0.83333333,0.54166667,16.9222076311,9.409060554156e-01
opq,4,1,1.000000,0.85000000,0.54166667,18.9574735255,9.472503549243e-01
opq,4,1,1.000000,0.86666667,0.54166667,21.5035526781,9.534960564437e-01
opq,4,1,1.000000,0.88333333,0.54166667,24.7793093595,9.596437501348e-01
opq,4,1,1.000000,0.90000000,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,0.91666667,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,0.93333333,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,0.95000000,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,0.96666667,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,0.98333333,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,1.00000000,0.54166667,26.0000000000,9.615384615385e-01
opq,4,1,1.000000,-1.00000000,0.55000000,1.5556349186,3.571756534669e-01
opq,4,1,1.000000,-0.98333333,0.55000000,1.5556898444,3.571983492617e-01
opq,4,1,1.000000,-0.96666667,0.55000000,1.5558583491,3.572679668652e-01
opq,4,1,1.000000,-0.95000000,0.55000000,1.5561462202,3.573868656777e-01
opq,4,1,1.000000,-0.93333333,0.55000000,1.5565595160,3.575574915441e-01
opq,4,1,1.000000,-0.91666667,0.55000000,1.5571045788,3.577823778554e-01
opq,4,1,1.000000,-0.90000000,0.55000000,1.5577880476,3.580641464229e-01
opq,4,1,1.000000,-0.88333333,0.55000000,1.5586168719,3.584055080958e-01
opq,4,1,1.000000,-0.86666667,0.55000000,1.5595983261,3.588092630874e-01
opq,4,1,1.000000,-0.85000000,0.55000000,1.5607400241,3.592783009750e-01
opq,4,1,1.000000,-0.83333333,0.55000000,1.5620499352,3.598156003355e-01
opq,4,1,1.000000,-0.81666667,0.55000000,1.5635363998,3.604242279777e-01
opq,4,1,1.000000,-0.80000000,0.55000000,1.5652081469,3.611073377284e-01
opq,4,1,1.000000,-0.78333333,0.55000000,1.5670743113,3.618681687303e-01
opq,4,1,1.000000,-0.76666667,0.55000000,1.5691444520,3.627100432050e-01
opq,4,1,1.000000,-0.75000000,0.55000000,1.5714285714,3.636363636364e-01
opq,4,1,1.000000,-0.73333333,0.55000000,1.5739371355,3.646506093258e-01
opq,4,1,1.000000,-0.71666667,0.55000000,1.5766810942,3.657563322718e-01
opq,4,1,1.000000,-0.70000000,0.55000000,1.5796719032,3.669571523262e-01
opq,4,1,1.000000,-0.68333333,0.55000000,1.5829215468,3.682567515789e-01
opq,4,1,1.000000,-0.66666667,0.55000000,1.5864425612,3.696588679259e-01
opq,4,1,1.000000,-0.65000000,0.55000000,1.5902480589,3.711672877745e-01
opq,4,1,1.000000,-0.63333333,0.55000000,1.5943517547,3.727858378461e-01
opq,4,1,1.000000,-0.61666667,0.55000000,1.5987679920,3.745183760362e-01
opq,4,1,1.000000,-0.60000000,0.55000000,1.6035117711,3.763687813000e-01
opq,4,1,1.000000,-0.58333333,0.55000000,1.6085987777,3.783409425352e-01
opq,4,1,1.000000,-0.56666667,0.55000000,1.6140454140,3.804387464411e-01
opq,4,1,1.000000,-0.55000000,0.55000000,1.6198688299,3.826660643415e-01
opq,4,1,1.000000,-0.53333333,0.55000000,1.6260869565,3.850267379679e-01
opq,4,1,1.000000,-0.51666667,0.55000000,1.6327185411,3.875245642119e-01
opq,4,1,1.000000,-0.50000000,0.55000000,1.6397831835,3.901632788637e-01
opq,4,1,1.000000,-0.48333333,0.55000000,1.6473013744,3.929465393717e-01
opq,4,1,1.000000,-0.46666667,0.55000000,1.6552945357,3.958779066698e-01
opq,4,1,1.000000,-0.45000000,0.55000000,1.6637850634,3.989608261346e-01
opq,4,1,1.000000,-0.43333333,0.55000000,1.6727963718,4.021986077526e-01
opq,4,1,1.000000,-0.41666667,0.55000000,1.6823529412,4.055944055944e-01
opq,4,1,1.000000,-0.40000000,0.55000000,1.6924803680,4.091511967094e-01
opq,4,1,1.000000,-0.38333333,0.55000000,1.7032054177,4.128717595752e-01
opq,4,1,1.000000,-0.36666667,0.55000000,1.7145560819,4.167586522523e-01
opq,4,1,1.000000,-0.35000000,0.55000000,1.7265616378,4.208141904118e-01
opq,4,1,1.000000,-0.33333333,0.55000000,1.7392527131,4.250404254239e-01
opq,4,1,1.000000,-0.31666667,0.55000000,1.7526613545,4.294391227067e-01
opq,4,1,1.000000,-0.30000000,0.55000000,1.7668211015,4.340117405511e-01
opq,4,1,1.000000,-0.28333333,0.55000000,1.7817670660,4.387594096494e-01
opq,4,1,1.000000,-0.26666667,0.55000000,1.7975360175,4.436829135629e-01
opq,4,1,1.000000,-0.25000000,0.55000000,1.8141664753,4.487826703720e-01
opq,4,1,1.000000,-0.23333333,0.55000000,1.8316988087,4.540587157508e-01
opq,4,1,1.000000,-0.21666667,0.55000000,1.8501753453,4.595106877125e-01
opq,4,1,1.000000,-0.20000000,0.55000000,1.8696404883,4.651378132595e-01
opq,4,1,1.000000,-0.18333333,0.55000000,1.8901408451,4.709388971684e-01
opq,4,1,1.000000,-0.16666667,0.55000000,1.9117253667,4.769123131193e-01
opq,4,1,1.000000,-0.15000000,0.55000000,1.9344455007,4.830559973643e-01
opq,4,1,1.000000,-0.13333333,0.55000000,1.9583553583,4.893674451029e-01
opq,4,1,1.000000,-0.11666667,0.55000000,1.9835118975,4.958437097057e-01
opq,4,1,1.000000,-0.10000000,0.55000000,2.0099751242,5.024814048950e-01
opq,4,1,1.000000,-0.08333333,0.55000000,2.0378083133,5.092767099552e-01
opq,4,1,1.000000,-0.06666667,0.55000000,2.0670782520,5.162253780089e-01
opq,4,1,1.000000,-0.05000000,0.55000000,2.0978555080,5.233227473538e-01
opq,4,1,1.000000,-0.03333333,0.55000000,2.1302147254,5.305637558128e-01
opq,4,1,1.000000,-0.01666667,0.55000000,2.1642349518,5.379429580120e-01
opq,4,1,1.000000,0.00000000,0.55000000,2.2000000000,5.454545454545e-01
opq,4,1,1.000000,0.01666667,0.55000000,2.2375988485,5.530923692247e-01
opq,4,1,1.000000,0.03333333,0.55000000,2.2771260858,5.608499651152e-01
opq,4,1,1.000000,0.05000000,0.55000000,2.3186824036,5.687205809391e-01
opq,4,1,1.000000,0.06666667,0.55000000,2.3623751452,5.766972057578e-01
opq,4,1,1.000000,0.08333333,0.55000000,2.4083189158,5.847726007313e-01
opq,4,1,1.000000,0.10000000,0.55000000,2.4566362629,5.929393312777e-01
opq,4,1,1.000000,0.11666667,0.55000000,2.5074584365,6.011898002150e-01
opq,4,1,1.000000,0.13333333,0.55000000,2.5609262378,6.095162815493e-01
opq,4,1,1.000000,0.15000000,0.55000000,2.6171909715,6.179109545736e-01
opq,4,1,1.000000,0.16666667,0.55000000,2.6764155133,6.263659379424e-01
opq,4,1,1.000000,0.18333333,0.55000000,2.7387755102,6.348733233979e-01
opq,4,1,1.000000,0.20000000,0.55000000,2.8044607325,6.434252088397e-01
opq,4,1,1.000000,0.21666667,0.55000000,2.8736766002,6.520137304450e-01
opq,4,1,1.000000,0.23333333,0.55000000,2.9466459097,6.606310935748e-01
opq,4,1,1.000000,0.25000000,0.55000000,3.0236107921,6.692696022232e-01
opq,4,1,1.000000,0.26666667,0.55000000,3.1048349393,6.779216867996e-01
opq,4,1,1.000000,0.28333333,0.55000000,3.1906061415,6.865799300639e-01
opq,4,1,1.000000,0.30000000,0.55000000,3.2812391885,6.952370910660e-01
opq,4,1,1.000000,0.31666667,0.55000000,3.3770791952,7.038861269744e-01
opq,4,1,1.000000,0.33333333,0.55000000,3.4785054262,7.125202127119e-01
opq,4,1,1.000000,0.35000000,0.55000000,3.5859357093,7.211327583464e-01
opq,4,1,1.000000,0.36666667,0.55000000,3.6998315452,7.297174242144e-01
opq,4,1,1.000000,0.38333333,0.55000000,3.8207040452,7.382681337865e-01
opq,4,1,1.000000,0.40000000,0.55000000,3.9491208586,7.467790843040e-01
opq,4,1,1.000000,0.41666667,0.55000000,4.0857142857,7.552447552447e-01
opq,4,1,1.000000,0.43333333,0.55000000,4.2311908228,7.636599146929e-01
opq,4,1,1.000000,0.45000000,0.55000000,4.3863424399,7.720196237062e-01
opq,4,1,1.000000,0.46666667,0.55000000,4.5520599732,7.803192387890e-01
opq,4,1,1.000000,0.48333333,0.55000000,4.7293491070,7.885544125902e-01
opq,4,1,1.000000,0.50000000,0.55000000,4.9193495505,7.967210929546e-01
opq,4,1,1.000000,0.51666667,0.55000000,5.1233581808,8.048155204631e-01
opq,4,1,1.000000,0.53333333,0.55000000,5.3428571429,8.128342245989e-01
opq,4,1,1.000000,0.55000000,0.55000000,5.5795481918,8.207740186798e-01
opq,4,1,1.000000,0.56666667,0.55000000,5.8353949583,8.286319936965e-01
opq,4,1,1.000000,0.58333333,0.55000000,6.1126753554,8.364055111935e-01
opq,4,1,1.000000,0.60000000,0.55000000,6.4140470843,8.440921953250e-01
opq,4,1,1.000000,0.61666667,0.55000000,6.7426302273,8.516899242148e-01
opq,4,1,1.000000,0.63333333,0.55000000,7.1021123618,8.591968207410e-01
opq,4,1,1.000000,0.65000000,0.55000000,7.4968837063,8.666112428612e-01
opq,4,1,1.000000,0.66666667,0.55000000,7.9322128060,8.739317735852e-01
opq,4,1,1.000000,0.68333333,0.55000000,8.4144776964,8.811572106930e-01
opq,4,1,1.000000,0.70000000,0.55000000,8.9514741182,8.882865562929e-01
opq,4,1,1.000000,0.71666667,0.55000000,9.5528325117,8.953190062973e-01
opq,4,1,1.000000,0.73333333,0.55000000,10.2305913808,9.022539398962e-01
opq,4,1,1.000000,0.75000000,0.55000000,11.0000000000,9.090909090909e-01
opq,4,1,1.000000,0.76666667,0.55000000,11.8806651363,9.158296283478e-01
opq,4,1,1.000000,0.78333333,0.55000000,12.8982270237,9.224699644251e-01
opq,4,1,1.000000,0.80000000,0.55000000,14.0868733224,9.290119264143e-01
opq,4,1,1.000000,0.81666667,0.55000000,15.4932243255,9.354556560344e-01
opq,4,1,1.000000,0.83333333,0.55000000,17.1825492870,9.418014182123e-01
opq,4,1,1.000000,0.85000000,0.55000000,19.2491269643,9.480495919709e-01
opq,4,1,1.000000,0.86666667,0.55000000,21.8343765654,9.542006616491e-01
opq,4,1,1.000000,0.88333333,0.55000000,25.1605295035,9.602552084661e-01
opq,4,1,1.000000,0.90000000,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,0.91666667,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,0.93333333,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,0.95000000,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,0.96666667,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,0.98333333,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,1.00000000,0.55000000,26.4000000000,9.621212121212e-01
opq,4,1,1.000000,-1.00000000,0.55833333,1.5792051447,3.667700466987e-01
opq,4,1,1.000000,-0.98333333,0.55833333,1.5792609026,3.667924037503e-01
opq,4,1,1.000000,-0.96666667,0.55833333,1.5794319605,3.668609822851e-01
opq,4,1,1.000000,-0.95000000,0.55833333,1.5797241932,3.669781064885e-01
opq,4,1,1.000000,-0.93333333,0.55833333,1.5801437511,3.671461857002e-01
opq,4,1,1.000000,-0.91666667,0.55833333,1.5806970724,3.673677154994e-01
opq,4,1,1.000000,-0.90000000,0.55833333,1.5813908968,3.676452785658e-01
opq,4,1,1.000000,-0.88333333,0.55833333,1.5822322791,3.679815452884e-01
opq,4,1,1.000000,-0.86666667,0.55833333,1.5832286038,3.683792740861e-01
opq,4,1,1.000000,-0.85000000,0.55833333,1.5843876003,3.688413114082e-01
opq,4,1,1.000000,-0.83333333,0.55833333,1.5857173584,3.693705913753e-01
opq,4,1,1.000000,-0.81666667,0.55833333,1.5872263453,3.699701350228e-01
opq,4,1,1.000000,-0.80000000,0.55833333,1.5889234219,3.706430491056e-01
opq,4,1,1.000000,-0.78333333,0.55833333,1.5908178615,3.713925244209e-01
opq,4,1,1.000000,-0.76666667,0.55833333,1.5929193679,3.722218336049e-01
opq,4,1,1.000000,-0.75000000,0.55833333,1.5952380952,3.731343283582e-01
opq,4,1,1.000000,-0.73333333,0.55833333,1.5977846679,3.741334360523e-01
opq,4,1,1.000000,-0.71666667,0.55833333,1.6005702017,3.752226556708e-01
opq,4,1,1.000000,-0.70000000,0.55833333,1.6036063260,3.764055530377e-01
opq,4,1,1.000000,-0.68333333,0.55833333,1.6069052066,3.776857552867e-01
opq,4,1,1.000000,-0.66666667,0.55833333,1.6104795697,3.790669445240e-01
opq,4,1,1.000000,-0.65000000,0.55833333,1.6143427265,3.805528506436e-01
opq,4,1,1.000000,-0.63333333,0.55833333,1.6185085995,3.821472432514e-01
opq,4,1,1.000000,-0.61666667,0.55833333,1.6229917495,3.838539226625e-01
opq,4,1,1.000000,-0.60000000,0.55833333,1.6278074040,3.856767099373e-01
opq,4,1,1.000000,-0.58333333,0.55833333,1.6329714865,3.876194359302e-01
opq,4,1,1.000000,-0.56666667,0.55833333,1.6385006475,3.896859293301e-01
opq,4,1,1.000000,-0.55000000,0.55833333,1.6444122970,3.918800036796e-01
opq,4,1,1.000000,-0.53333333,0.55833333,1.6507246377,3.942054433714e-01
opq,4,1,1.000000,-0.51666667,0.55833333,1.6574567008,3.966659886267e-01
opq,4,1,1.000000,-0.50000000,0.55833333,1.6646283832,3.992653194777e-01
opq,4,1,1.000000,-0.48333333,0.55833333,1.6722604861,4.020070387841e-01
opq,4,1,1.000000,-0.46666667,0.55833333,1.6803747560,4.048946543315e-01
opq,4,1,1.000000,-0.45000000,0.55833333,1.6889939280,4.079315600729e-01
opq,4,1,1.000000,-0.43333333,0.55833333,1.6981417714,4.111210165921e-01
opq,4,1,1.000000,-0.41666667,0.55833333,1.7078431373,4.144661308840e-01
opq,4,1,1.000000,-0.40000000,0.55833333,1.7181240099,4.179698355645e-01
opq,4,1,1.000000,-0.38333333,0.55833333,1.7290115604,4.216348676413e-01
opq,4,1,1.000000,-0.36666667,0.55833333,1.7405342044,4.254637469948e-01
opq,4,1,1.000000,-0.35000000,0.55833333,1.7527216626,4.294587547340e-01
opq,4,1,1.000000,-0.33333333,0.55833333,1.7656050269,4.336219116116e-01
opq,4,1,1.000000,-0.31666667,0.55833333,1.7792168295,4.379549566962e-01
opq,4,1,1.000000,-0.30000000,0.55833333,1.7935911182,4.424593265131e-01
opq,4,1,1.000000,-0.28333333,0.55833333,1.8087635367,4.471361348785e-01
opq,4,1,1.000000,-0.26666667,0.55833333,1.8247714117,4.519861536590e-01
opq,4,1,1.000000,-0.25000000,0.55833333,1.8416538461,4.570097946948e-01
opq,4,1,1.000000,-0.23333333,0.55833333,1.8594518210,4.622070931277e-01
opq,4,1,1.000000,-0.21666667,0.55833333,1.8782083051,4.675776923735e-01
opq,4,1,1.000000,-0.20000000,0.55833333,1.8979683745,4.731208309720e-01
opq,4,1,1.000000,-0.18333333,0.55833333,1.9187793427,4.788353315390e-01
opq,4,1,1.000000,-0.16666667,0.55833333,1.9406909025,4.847195920280e-01
opq,4,1,1.000000,-0.15000000,0.55833333,1.9637552810,4.907715794932e-01
opq,4,1,1.000000,-0.13333333,0.55833333,1.9880274092,4.969888265193e-01
opq,4,1,1.000000,-0.11666667,0.55833333,2.0135651081,5.033684304564e-01
opq,4,1,1.000000,-0.10000000,0.55833333,2.0404292928,5.099070555682e-01
opq,4,1,1.000000,-0.08333333,0.55833333,2.0686841969,5.166009381648e-01
opq,4,1,1.000000,-0.06666667,0.55833333,2.0983976195,5.234458947550e-01
opq,4,1,1.000000,-0.05000000,0.55833333,2.1296411975,5.304373332141e-01
opq,4,1,1.000000,-0.03333333,0.55833333,2.1624907061,5.375702669201e-01
opq,4,1,1.000000,-0.01666667,0.55833333,2.1970263905,5.448393317730e-01
opq,4,1,1.000000,0.00000000,0.55833333,2.2333333333,5.522388059701e-01
opq,4,1,1.000000,0.01666667,0.55833333,2.2715018613,5.597626323706e-01
opq,4,1,1.000000,0.03333333,0.55833333,2.3116279962,5.674044432478e-01
opq,4,1,1.000000,0.05000000,0.55833333,2.3538139551,5.751575871937e-01
opq,4,1,1.000000,0.06666667,0.55833333,2.3981687080,5.830151579107e-01
opq,4,1,1.000000,0.08333333,0.55833333,2.4448085963,5.909700246010e-01
opq,4,1,1.000000,0.10000000,0.55833333,2.4938580245,5.990148636467e-01
opq,4,1,1.000000,0.11666667,0.55833333,2.5454502310,6.071421912565e-01
opq,4,1,1.000000,0.13333333,0.55833333,2.5997281505,6.153443967500e-01
opq,4,1,1.000000,0.15000000,0.55833333,2.6568453802,6.236137761471e-01
opq,4,1,1.000000,0.16666667,0.55833333,2.7169672635,6.319425657343e-01
opq,4,1,1.000000,0.18333333,0.55833333,2.7802721088,6.403229752875e-01
opq,4,1,1.000000,0.20000000,0.55833333,2.8469525618,6.487472206480e-01
opq,4,1,1.000000,0.21666667,0.55833333,2.9172171547,6.572075553637e-01
opq,4,1,1.000000,0.23333333,0.55833333,2.9912920599,6.656963011334e-01
opq,4,1,1.000000,0.25000000,0.55833333,3.0694230768,6.742058768169e-01
opq,4,1,1.000000,0.26666667,0.55833333,3.1518778929,6.827288258026e-01
opq,4,1,1.000000,0.28333333,0.55833333,3.2389486588,6.912578415555e-01
opq,4,1,1.000000,0.30000000,0.55833333,3.3309549338,6.997857911993e-01
opq,4,1,1.000000,0.31666667,0.55833333,3.4282470618,7.083057370196e-01
opq,4,1,1.000000,0.33333333,0.55833333,3.5312100539,7.168109558058e-01
opq,4,1,1.000000,0.35000000,0.55833333,3.6402680685,7.252949559830e-01
opq,4,1,1.000000,0.36666667,0.55833333,3.7558895989,7.337514925098e-01
opq,4,1,1.000000,0.38333333,0.55833333,3.8785935004,7.421745795509e-01
opq,4,1,1.000000,0.40000000,0.55833333,4.0089560231,7.505585009562e-01
opq,4,1,1.000000,0.41666667,0.55833333,4.1476190476,7.588978185993e-01
opq,4,1,1.000000,0.43333333,0.55833333,4.2952997746,7.671873786527e-01
opq,4,1,1.000000,0.45000000,0.55833333,4.4528021738,7.754223158897e-01
opq,4,1,1.000000,0.46666667,0.55833333,4.6210305789,7.835980561205e-01
opq,4,1,1.000000,0.48333333,0.55833333,4.8010059117,7.917103168798e-01
opq,4,1,1.000000,0.50000000,0.55833333,4.9938851497,7.997551064926e-01
opq,4,1,1.000000,0.51666667,0.55833333,5.2009848199,8.077287216502e-01
opq,4,1,1.000000,0.53333333,0.55833333,5.4238095238,8.156277436348e-01
opq,4,1,1.000000,0.55000000,0.55833333,5.6640868008,8.234490333263e-01
opq,4,1,1.000000,0.56666667,0.55833333,5.9238100334,8.311897251339e-01
opq,4,1,1.000000,0.58333333,0.55833333,6.2052916486,8.388472199816e-01
opq,4,1,1.000000,0.60000000,0.55833333,6.5112296159,8.464191774843e-01
opq,4,1,1.000000,0.61666667,0.55833333,6.8447912913,8.539035074354e-01
opq,4,1,1.000000,0.63333333,0.55833333,7.2097201249,8.612983607299e-01
opq,4,1,1.000000,0.65000000,0.55833333,7.6104728534,8.686021198335e-01
opq,4,1,1.000000,0.66666667,0.55833333,8.0523978485,8.758133889048e-01
opq,4,1,1.000000,0.68333333,0.55833333,8.5419697827,8.829309836678e-01
opq,4,1,1.000000,0.70000000,0.55833333,9.0871025139,8.899539211243e-01
opq,4,1,1.000000,0.71666667,0.55833333,9.6975723982,8.968814091884e-01
opq,4,1,1.000000,0.73333333,0.55833333,10.3856003411,9.037128363157e-01
opq,4,1,1.000000,0.75000000,0.55833333,11.1666666667,9.104477611941e-01
opq,4,1,1.000000,0.76666667,0.55833333,12.0606752142,9.170859025516e-01
opq,4,1,1.000000,0.78333333,0.55833333,13.0936547059,9.236271291352e-01
opq,4,1,1.000000,0.80000000,0.55833333,14.3003107969,9.300714499006e-01
opq,4,1,1.000000,0.81666667,0.55833333,15.7279701486,9.364190044518e-01
opq,4,1,1.000000,0.83333333,0.55833333,17.4428909429,9.426700537614e-01
opq,4,1,1.000000,0.85000000,0.55833333,19.5407804032,9.488249711953e-01
opq,4,1,1.000000,0.86666667,0.55833333,22.1652004528,9.548842338633e-01
opq,4,1,1.000000,0.88333333,0.55833333,25.5417496475,9.608484143099e-01
opq,4,1,1.000000,0.90000000,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,0.91666667,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,0.93333333,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,0.95000000,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,0.96666667,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,0.98333333,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,1.00000000,0.55833333,26.8000000000,9.626865671642e-01
opq,4,1,1.000000,-1.00000000,0.56666667,1.6027753707,3.760822518943e-01
opq,4,1,1.000000,-0.98333333,0.56666667,1.6028319609,3.761042801657e-01
opq,4,1,1.000000,-0.96666667,0.56666667,1.6030055718,3.761718501927e-01
opq,4,1,1.000000,-0.95000000,0.56666667,1.6033021662,3.762872519813e-01
opq,4,1,1.000000,-0.93333333,0.56666667,1.6037279861,3.764528594399e-01
opq,4,1,1.000000,-0.91666667,0.56666667,1.6042895660,3.766711314479e-01
opq,4,1,1.000000,-0.90000000,0.56666667,1.6049937460,3.769446127046e-01
opq,4,1,1.000000,-0.88333333,0.56666667,1.6058476862,3.772759343283e-01
opq,4,1,1.000000,-0.86666667,0.56666667,1.6068588814,3.776678141731e-01
opq,4,1,1.000000,-0.85000000,0.56666667,1.6080351764,3.781230568287e-01
opq,4,1,1.000000,-0.83333333,0.56666667,1.6093847817,3.786445532668e-01
opq,4,1,1.000000,-0.81666667,0.56666667,1.6109162907,3.792352800960e-01
opq,4,1,1.000000,-0.80000000,0.56666667,1.6126386968,3.798982983835e-01
opq,4,1,1.000000,-0.78333333,0.56666667,1.6145614116,3.806367520029e-01
opq,4,1,1.000000,-0.76666667,0.56666667,1.6166942838,3.814538654637e-01
opq,4,1,1.000000,-0.75000000,0.56666667,1.6190476190,3.823529411765e-01
opq,4,1,1.000000,-0.73333333,0.56666667,1.6216322002,3.833373561103e-01
opq,4,1,1.000000,-0.71666667,0.56666667,1.6244593091,3.844105577932e-01
opq,4,1,1.000000,-0.70000000,0.56666667,1.6275407488,3.855760596107e-01
opq,4,1,1.000000,-0.68333333,0.56666667,1.6308888664,3.868374353560e-01
opq,4,1,1.000000,-0.66666667,0.56666667,1.6345165782,3.881983129869e-01
opq,4,1,1.000000,-0.65000000,0.56666667,1.6384373940,3.896623675459e-01
opq,4,1,1.000000,-0.63333333,0.56666667,1.6426654442,3.912333132036e-01
opq,4,1,1.000000,-0.61666667,0.56666667,1.6472155069,3.929148943880e-01
opq,4,1,1.000000,-0.60000000,0.56666667,1.6521030369,3.947108759676e-01
opq,4,1,1.000000,-0.58333333,0.56666667,1.6573441952,3.966250324607e-01
opq,4,1,1.000000,-0.56666667,0.56666667,1.6629558811,3.986611362517e-01
opq,4,1,1.000000,-0.55000000,0.56666667,1.6689557641,4.008229448020e-01
opq,4,1,1.000000,-0.53333333,0.56666667,1.6753623188,4.031141868512e-01
opq,4,1,1.000000,-0.51666667,0.56666667,1.6821948606,4.055385476175e-01
opq,4,1,1.000000,-0.50000000,0.56666667,1.6894735830,4.080996530148e-01
opq,4,1,1.000000,-0.48333333,0.56666667,1.6972195978,4.108010529196e-01
opq,4,1,1.000000,-0.46666667,0.56666667,1.7054549762,4.136462035325e-01
opq,4,1,1.000000,-0.45000000,0.56666667,1.7142027926,4.166384488953e-01
opq,4,1,1.000000,-0.43333333,0.56666667,1.7234871709,4.197810016422e-01
opq,4,1,1.000000,-0.41666667,0.56666667,1.7333333333,4.230769230769e-01
opq,4,1,1.000000,-0.40000000,0.56666667,1.7437676518,4.265291026885e-01
opq,4,1,1.000000,-0.38333333,0.56666667,1.7548177031,4.301402372348e-01
opq,4,1,1.000000,-0.36666667,0.56666667,1.7665123268,4.339128095390e-01
opq,4,1,1.000000,-0.35000000,0.56666667,1.7788816874,4.378490671644e-01
opq,4,1,1.000000,-0.33333333,0.56666667,1.7919573408,4.419510011468e-01
opq,4,1,1.000000,-0.31666667,0.56666667,1.8057723046,4.462203249801e-01
opq,4,1,1.000000,-0.30000000,0.56666667,1.8203611349,4.506584540643e-01
opq,4,1,1.000000,-0.28333333,0.56666667,1.8357600074,4.552664858361e-01
