9 9
-0.25000000 -0.10000000 0.05000000 0.20000000 0.35000000 0.50000000 0.65000000 0.80000000 0.95000000
0.00500000 0.04187500 0.07875000 0.11562500 0.15250000 0.18937500 0.22625000 0.26312500 0.30000000
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.183353437877e-01 4.419030192132e-01 5.780559646539e-01 6.701602959309e-01 7.364793213150e-01 7.865116279070e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.183353437877e-01 4.419030192132e-01 5.780559646539e-01 6.701602959309e-01 7.364793213150e-01 7.865116279070e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.171290711701e-01 4.409881061299e-01 5.777450257922e-01 6.699568167798e-01 7.359490986214e-01 7.861459786146e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.159227985525e-01 4.404761904762e-01 5.777450257922e-01 6.695437731196e-01 7.359490986214e-01 7.864122847836e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.171290711701e-01 4.414990859232e-01 5.762711864407e-01 6.697530864198e-01 7.359490986214e-01 7.857806691450e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.192771084337e-01 4.422018348624e-01 5.772058823529e-01 6.697530864198e-01 7.354497354497e-01 7.860465116279e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.220873786408e-01 4.413919413919e-01 5.761589403974e-01 6.666666666667e-01 7.363104731526e-01 7.850162866450e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 2.334494773519e-01 4.399277326107e-01 5.728011825573e-01 6.658536585366e-01 7.317073170732e-01 7.828330206379e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 6.644736842105e-01 6.644736842105e-01 6.673241288626e-01 6.942800788955e-01 7.133464825773e-01 7.493426818580e-01
