9 9
-0.25000000 -0.10000000 0.05000000 0.20000000 0.35000000 0.50000000 0.65000000 0.80000000 0.95000000
0.00500000 0.04187500 0.07875000 0.11562500 0.15250000 0.18937500 0.22625000 0.26312500 0.30000000
1.000000000000e-12 7.066666666667e-01 8.404255319149e-01 8.913043478261e-01 9.175824175824e-01 9.337260677467e-01 9.445129469790e-01 9.522799575822e-01 9.581395348837e-01
1.000000000000e-12 7.066666666667e-01 8.404255319149e-01 8.913043478261e-01 9.175824175824e-01 9.337260677467e-01 9.445129469790e-01 9.522799575822e-01 9.581395348837e-01
1.000000000000e-12 7.066666666667e-01 8.409893992933e-01 8.915662650602e-01 9.177330895795e-01 9.337260677467e-01 9.445129469790e-01 9.522799575822e-01 9.581395348837e-01
1.000000000000e-12 7.046979865772e-01 8.445229681979e-01 8.913043478261e-01 9.175824175824e-01 9.338235294118e-01 9.445129469790e-01 9.523305084746e-01 9.581784386617e-01
1.000000000000e-12 7.046979865772e-01 8.439716312057e-01 8.913043478261e-01 9.177330895795e-01 9.351032448378e-01 9.456790123457e-01 9.523305084746e-01 9.581784386617e-01
1.000000000000e-12 7.000000000000e-01 8.428571428571e-01 8.915662650602e-01 9.192660550459e-01 9.338235294118e-01 9.444444444444e-01 9.534391534392e-01 9.590697674419e-01
9.090909090909e-02 7.019867549669e-01 8.422939068100e-01 8.916256157635e-01 9.175824175824e-01 9.347181008902e-01 9.446494464945e-01 9.521785334750e-01 9.588400374181e-01
1.000000000000e-12 7.560975609756e-01 8.292682926829e-01 8.926829268293e-01 9.181184668990e-01 9.344512195122e-01 9.451219512195e-01 9.522799575822e-01 9.587242026266e-01
1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 1.000000000000e-12 9.868421052632e-01 9.868421052632e-01 9.868421052632e-01 9.868421052632e-01
