implementation,n_lane,egress_symbols_per_beat,ready_duty,burstiness,scv,mean_generation_batch_hits,rho_lane,cycles,warmup_cycles,effective_capacity,offered_transactions,delivered_transactions,dropped_transactions,mean_occupancy,max_occupancy,loss_probability
opq,4,1,1.0,-0.5666666666666667,0.07650520597555456,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.5333333333333333,0.09262759924385634,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.5,0.1111111111111111,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.4666666666666667,0.13223140495867766,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.43333333333333335,0.1563007030827474,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.4,0.18367346938775514,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.3666666666666667,0.2147531231409875,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.33333333333333337,0.24999999999999994,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.30000000000000004,0.28994082840236685,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.2666666666666667,0.33518005540166207,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.2333333333333334,0.3864134404674944,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.19999999999999996,0.44444444444444453,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.16666666666666663,0.5102040816326533,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.1333333333333333,0.5847750865051904,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.09999999999999998,0.6694214876033057,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.06666666666666665,0.765625,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,-0.033333333333333326,0.8751300728407911,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,0.0,1.0,1.0,0.016666666666666666,8192,1024,2048,478,478,0,0.0,0,1e-12
opq,4,1,1.0,0.033333333333333215,1.142687277051129,1.0713436385255646,0.016666666666666666,8192,1024,2048,478,478,0,0.004464285714285714,1,1e-12
opq,4,1,1.0,0.06666666666666665,1.3061224489795917,1.1530612244897958,0.016666666666666666,8192,1024,2048,477,477,0,0.0087890625,1,1e-12
opq,4,1,1.0,0.10000000000000009,1.493827160493828,1.246913580246914,0.016666666666666666,8192,1024,2048,477,477,0,0.013113839285714286,1,1e-12
opq,4,1,1.0,0.1333333333333333,1.7100591715976332,1.3550295857988166,0.016666666666666666,8192,1024,2048,479,478,0,0.017578125,1,1e-12
opq,4,1,1.0,0.16666666666666674,1.9600000000000004,1.4800000000000002,0.016666666666666666,8192,1024,2048,478,477,0,0.021623883928571428,1,1e-12
opq,4,1,1.0,0.19999999999999996,2.2499999999999996,1.6249999999999998,0.016666666666666666,8192,1024,2048,477,478,0,0.025530133928571428,1,1e-12
opq,4,1,1.0,0.2333333333333334,2.5879017013232524,1.7939508506616262,0.016666666666666666,8192,1024,2048,477,477,0,0.029436383928571428,1,1e-12
opq,4,1,1.0,0.2666666666666666,2.9834710743801645,1.9917355371900822,0.016666666666666666,8192,1024,2048,478,478,0,0.033203125,1,1e-12
opq,4,1,1.0,0.30000000000000004,3.4489795918367356,2.224489795918368,0.016666666666666666,8192,1024,2048,479,479,0,0.043666294642857144,2,1e-12
opq,4,1,1.0,0.33333333333333326,3.999999999999999,2.4999999999999996,0.016666666666666666,8192,1024,2048,477,477,0,0.05315290178571429,2,1e-12
opq,4,1,1.0,0.3666666666666667,4.656509695290859,2.8282548476454297,0.016666666666666666,8192,1024,2048,478,478,0,0.06263950892857142,2,1e-12
opq,4,1,1.0,0.3999999999999999,5.444444444444443,3.2222222222222214,0.016666666666666666,8192,1024,2048,477,477,0,0.07575334821428571,3,1e-12
opq,4,1,1.0,0.43333333333333335,6.397923875432525,3.6989619377162626,0.016666666666666666,8192,1024,2048,477,477,0,0.09165736607142858,3,1e-12
opq,4,1,1.0,0.46666666666666656,7.562499999999996,4.281249999999998,0.016666666666666666,8192,1024,2048,479,479,0,0.11104910714285714,4,1e-12
opq,4,1,1.0,0.5,9.0,5.0,0.016666666666666666,8192,1024,2048,480,480,0,0.13392857142857142,4,1e-12
opq,4,1,1.0,0.5333333333333332,10.795918367346932,5.897959183673466,0.016666666666666666,8192,1024,2048,478,478,0,0.16392299107142858,5,1e-12
opq,4,1,1.0,0.5666666666666667,13.071005917159763,7.035502958579881,0.016666666666666666,8192,1024,2048,478,478,0,0.201171875,7,1e-12
opq,4,1,1.0,0.6000000000000001,16.000000000000007,8.500000000000004,0.016666666666666666,8192,1024,2048,476,481,0,0.2513950892857143,8,1e-12
opq,4,1,1.0,0.6333333333333333,19.842975206611566,10.421487603305783,0.016666666666666666,8192,1024,2048,479,479,0,0.31529017857142855,10,1e-12
opq,4,1,1.0,0.6666666666666667,25.000000000000018,13.000000000000009,0.016666666666666666,8192,1024,2048,481,470,0,0.3949497767857143,12,1e-12
opq,4,1,1.0,0.7,32.11111111111111,16.555555555555554,0.016666666666666666,8192,1024,2048,463,463,0,0.5022321428571429,16,1e-12
opq,4,1,1.0,0.7333333333333334,42.25000000000002,21.62500000000001,0.016666666666666666,8192,1024,2048,476,476,0,0.685546875,21,1e-12
opq,4,1,1.0,0.7666666666666666,57.326530612244866,29.163265306122433,0.016666666666666666,8192,1024,2048,466,466,0,0.9143415178571429,29,1e-12
opq,4,1,1.0,0.8,81.00000000000003,41.000000000000014,0.016666666666666666,8192,1024,2048,492,492,0,1.3727678571428572,40,1e-12
opq,4,1,1.0,0.8333333333333333,120.99999999999989,60.99999999999994,0.016666666666666666,8192,1024,2048,427,427,0,1.787109375,60,1e-12
opq,4,1,1.0,0.8666666666666667,196.0000000000001,98.50000000000006,0.016666666666666666,8192,1024,2048,492,492,0,3.3427734375,98,1e-12
opq,4,1,1.0,0.8999999999999999,360.9999999999993,180.99999999999966,0.016666666666666666,8192,1024,2048,542,409,0,5.568080357142857,180,1e-12
opq,4,1,1.0,0.9333333333333333,841.0000000000005,421.0000000000002,0.016666666666666666,8192,1024,2048,421,421,0,12.333984375,420,1e-12
opq,4,1,1.0,0.9666666666666666,1000.0,500.5,0.016666666666666666,8192,1024,2048,500,500,0,17.403738839285715,499,1e-12
opq,4,1,1.0,1.0,1000.0,500.5,0.016666666666666666,8192,1024,2048,500,500,0,17.403738839285715,499,1e-12
opq,4,1,1.0,-1.0,0.0,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.9666666666666667,0.00028727377190462496,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.9333333333333333,0.0011890606420927462,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.9,0.002770083102493074,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.8666666666666667,0.0051020408163265285,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.8333333333333334,0.00826446280991735,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.8,0.012345679012345671,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.7666666666666666,0.01744393022427911,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.7333333333333334,0.023668639053254423,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.7,0.03114186851211074,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.6666666666666667,0.03999999999999998,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.6333333333333333,0.050395668471470235,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.6,0.0625,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.5666666666666667,0.07650520597555456,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.5333333333333333,0.09262759924385634,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.5,0.1111111111111111,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.4666666666666667,0.13223140495867766,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.43333333333333335,0.1563007030827474,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.4,0.18367346938775514,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.3666666666666667,0.2147531231409875,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.33333333333333337,0.24999999999999994,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.30000000000000004,0.28994082840236685,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.2666666666666667,0.33518005540166207,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.2333333333333334,0.3864134404674944,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.19999999999999996,0.44444444444444453,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.16666666666666663,0.5102040816326533,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.1333333333333333,0.5847750865051904,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.09999999999999998,0.6694214876033057,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.06666666666666665,0.765625,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,-0.033333333333333326,0.8751300728407911,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,0.0,1.0,1.0,0.03333333333333333,8192,1024,2048,956,956,0,0.0,0,1e-12
opq,4,1,1.0,0.033333333333333215,1.142687277051129,1.0713436385255646,0.03333333333333333,8192,1024,2048,955,955,0,0.0087890625,1,1e-12
opq,4,1,1.0,0.06666666666666665,1.3061224489795917,1.1530612244897958,0.03333333333333333,8192,1024,2048,955,955,0,0.017578125,1,1e-12
opq,4,1,1.0,0.10000000000000009,1.493827160493828,1.246913580246914,0.03333333333333333,8192,1024,2048,956,956,0,0.026506696428571428,1,1e-12
opq,4,1,1.0,0.1333333333333333,1.7100591715976332,1.3550295857988166,0.03333333333333333,8192,1024,2048,957,956,0,0.03501674107142857,1,1e-12
opq,4,1,1.0,0.16666666666666674,1.9600000000000004,1.4800000000000002,0.03333333333333333,8192,1024,2048,956,955,0,0.043247767857142856,1,1e-12
opq,4,1,1.0,0.19999999999999996,2.2499999999999996,1.6249999999999998,0.03333333333333333,8192,1024,2048,955,956,0,0.05119977678571429,1,1e-12
opq,4,1,1.0,0.2333333333333334,2.5879017013232524,1.7939508506616262,0.03333333333333333,8192,1024,2048,954,954,0,0.058872767857142856,1,1e-12
opq,4,1,1.0,0.2666666666666666,2.9834710743801645,1.9917355371900822,0.03333333333333333,8192,1024,2048,956,956,0,0.06640625,1,1e-12
opq,4,1,1.0,0.30000000000000004,3.4489795918367356,2.224489795918368,0.03333333333333333,8192,1024,2048,957,956,0,0.08705357142857142,2,1e-12
opq,4,1,1.0,0.33333333333333326,3.999999999999999,2.4999999999999996,0.03333333333333333,8192,1024,2048,955,955,0,0.10658482142857142,2,1e-12
opq,4,1,1.0,0.3666666666666667,4.656509695290859,2.8282548476454297,0.03333333333333333,8192,1024,2048,956,956,0,0.12527901785714285,2,1e-12
opq,4,1,1.0,0.3999999999999999,5.444444444444443,3.2222222222222214,0.03333333333333333,8192,1024,2048,954,954,0,0.15150669642857142,3,1e-12
opq,4,1,1.0,0.43333333333333335,6.397923875432525,3.6989619377162626,0.03333333333333333,8192,1024,2048,958,958,0,0.18415178571428573,3,1e-12
opq,4,1,1.0,0.46666666666666656,7.562499999999996,4.281249999999998,0.03333333333333333,8192,1024,2048,959,959,0,0.22265625,4,1e-12
opq,4,1,1.0,0.5,9.0,5.0,0.03333333333333333,8192,1024,2048,955,955,0,0.26646205357142855,4,1e-12
opq,4,1,1.0,0.5333333333333332,10.795918367346932,5.897959183673466,0.03333333333333333,8192,1024,2048,956,956,0,0.32784598214285715,5,1e-12
opq,4,1,1.0,0.5666666666666667,13.071005917159763,7.035502958579881,0.03333333333333333,8192,1024,2048,957,957,0,0.4033203125,7,1e-12
opq,4,1,1.0,0.6000000000000001,16.000000000000007,8.500000000000004,0.03333333333333333,8192,1024,2048,952,957,0,0.5013950892857143,8,1e-12
opq,4,1,1.0,0.6333333333333333,19.842975206611566,10.421487603305783,0.03333333333333333,8192,1024,2048,948,950,0,0.6244419642857143,10,1e-12
opq,4,1,1.0,0.6666666666666667,25.000000000000018,13.000000000000009,0.03333333333333333,8192,1024,2048,962,951,0,0.7975725446428571,12,1e-12
opq,4,1,1.0,0.7,32.11111111111111,16.555555555555554,0.03333333333333333,8192,1024,2048,944,944,0,1.0256696428571428,16,1e-12
opq,4,1,1.0,0.7333333333333334,42.25000000000002,21.62500000000001,0.03333333333333333,8192,1024,2048,952,952,0,1.37109375,21,1e-12
opq,4,1,1.0,0.7666666666666666,57.326530612244866,29.163265306122433,0.03333333333333333,8192,1024,2048,963,963,0,1.8934151785714286,29,1e-12
opq,4,1,1.0,0.8,81.00000000000003,41.000000000000014,0.03333333333333333,8192,1024,2048,943,943,0,2.631138392857143,40,1e-12
