sample_name,scifi_channels_per_lane,noise_rho_lane,cluster_rho_lane,total_rho_lane,cluster_size_min,cluster_size_max,cluster_size_mean,sampled_cycles,sampled_noise_hits,sampled_cluster_hits,sampled_total_hits,sampled_generation_events,sampled_noise_fraction,sampled_cluster_fraction,timestamp_mean_delta,timestamp_std_delta,timestamp_cv,timestamp_scv,burstiness,analytic_mean_generation_batch_hits,analytic_timestamp_cv,analytic_timestamp_scv,analytic_burstiness
scifi_noise10_cluster50,128,0.1,0.5,0.6,4,8,6.0,200000,20134,101670,121804,37072,0.16529834816590588,0.8347016518340942,1.6418479019400178,3.8616097496586717,2.3519899407830467,5.53185668154464,0.4033394982286889,3.2727272727272725,2.354878881270658,5.545454545454545,0.40385329224091054
