implementation,n_lane,egress_symbols_per_beat,burstiness,rho_hits_per_subheader_lane,rho_hit_words_per_cycle_lane,target_hits,offered_hits,delivered_hits_after_drain,dropped_hits,loss_probability,mean_batch_hits,generation_events,queue_capacity_hits,service_hit_words_per_cycle,max_occupancy_hits,final_drain_cycles,opq_persistent_knee_hits_per_subheader_lane,model_persistent_knee_hits_per_subheader_lane,loss_tier
time_merger,4,1,0.1,0.4,0.0125,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,0.5,0.015625,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,0.6,0.01875,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,0.75,0.0234375,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,0.9,0.028125,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,1.0,0.03125,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,1.2,0.0375,1000000,1000000,1000000,0,0.0,1.2469135802469138,801981,19,0.16728515625,1.2469135802469138,1.4760799611164543,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,1.5,0.046875,1000000,1000000,892205,107795,0.10779458586067144,1.2469135802469138,801981,19,0.16728515625,19.0,108.40439142104884,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,2.0,0.0625,1000000,1000000,669159,330841,0.3308411276656478,1.2469135802469138,801981,19,0.16728515625,19.0,110.06694286137805,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,3.0,0.09375,1000000,1000000,446112,553888,0.5538876694792169,1.2469135802469138,801981,19,0.16728515625,19.0,111.72949430170728,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,4.0,0.125,1000000,1000000,334589,665411,0.6654109403711221,1.2469135802469138,801981,19,0.16728515625,19.0,112.56077002187189,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,6.0,0.1875,1000000,1000000,223066,776934,0.7769342112779247,1.2469135802469138,801981,19,0.16728515625,19.0,113.39204574203649,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.1,8.0,0.25,1000000,1000000,167304,832696,0.8326958850615799,1.2469135802469138,801981,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.1,0.003125,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.2,0.00625,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.3,0.009375,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.4,0.0125,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.5,0.015625,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.6,0.01875,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.75,0.0234375,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,0.9,0.028125,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,1.0,0.03125,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,1.2,0.0375,1000000,1000000,1000000,0,0.0,1.6249999999999998,615385,19,0.16728515625,1.6249999999999998,5.977816696551134,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,1.5,0.046875,1000000,1000000,892205,107795,0.10779484199320727,1.6249999999999998,615385,19,0.16728515625,19.0,110.88966725113374,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,2.0,0.0625,1000000,1000000,669159,330841,0.3308411314979653,1.6249999999999998,615385,19,0.16728515625,19.0,113.05633391780039,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,3.0,0.09375,1000000,1000000,446112,553888,0.5538876960904949,1.6249999999999998,615385,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,4.0,0.125,1000000,1000000,334589,665411,0.6654110220626255,1.6249999999999998,615385,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,6.0,0.1875,1000000,1000000,223066,776934,0.7769343480555154,1.6249999999999998,615385,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.2,8.0,0.25,1000000,1000000,167304,832696,0.8326960110425857,1.6249999999999998,615385,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.1,0.003125,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.2,0.00625,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.3,0.009375,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.4,0.0125,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.5,0.015625,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.6,0.01875,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.75,0.0234375,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,0.9,0.028125,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,1.0,0.03125,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,1.2,0.0375,1000000,1000000,1000000,0,0.0,2.224489795918368,449542,19,0.16728515625,2.224489795918368,3.7818127498248133,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,1.5,0.046875,1000000,1000000,892205,107795,0.10779541645294008,2.224489795918368,449542,19,0.16728515625,19.0,105.49638439284278,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,2.0,0.0625,1000000,1000000,669158,330842,0.33084165417796596,2.224489795918368,449542,19,0.16728515625,19.0,108.4623707874006,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,3.0,0.09375,1000000,1000000,446112,553888,0.553887891896364,2.224489795918368,449542,19,0.16728515625,19.0,111.42835718195843,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,4.0,0.125,1000000,1000000,334589,665411,0.6654110107629286,2.224489795918368,449542,19,0.16728515625,19.0,112.91135037923733,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,6.0,0.1875,1000000,1000000,223066,776934,0.7769342661028756,2.224489795918368,449542,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.3,8.0,0.25,1000000,1000000,167304,832696,0.8326959495676761,2.224489795918368,449542,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.1,0.003125,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.2,0.00625,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.3,0.009375,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.4,0.0125,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.5,0.015625,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.6,0.01875,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.75,0.0234375,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,0.9,0.028125,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,1.0,0.03125,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,1.2,0.0375,1000000,1000000,1000000,0,0.0,3.2614468209276426,306613,19,0.16728515625,3.2614468209276426,7.575947403977366,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,1.5,0.046875,1000000,1000000,892204,107796,0.10779627318727089,3.2614468209276426,306613,19,0.16728515625,19.0,103.7600815802792,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,2.0,0.0625,1000000,1000000,669158,330842,0.33084213805457013,3.2614468209276426,306613,19,0.16728515625,19.0,108.10867734151606,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,3.0,0.09375,1000000,1000000,446112,553888,0.5538880029229893,3.2614468209276426,306613,19,0.16728515625,19.0,112.45727310275292,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,4.0,0.125,1000000,1000000,334589,665411,0.6654111115138323,3.2614468209276426,306613,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,6.0,0.1875,1000000,1000000,223066,776934,0.7769344076841728,3.2614468209276426,306613,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.403,8.0,0.25,1000000,1000000,167304,832696,0.8326960557635964,3.2614468209276426,306613,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.1,0.003125,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.2,0.00625,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.3,0.009375,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.4,0.0125,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.5,0.015625,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.6,0.01875,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.75,0.0234375,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,0.9,0.028125,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,1.0,0.03125,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,1.2,0.0375,1000000,1000000,1000000,0,0.0,5.0,200000,19,0.16728515625,5.0,29.88908347927612,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,1.5,0.046875,1000000,1000000,892202,107798,0.1077979609375,5.0,200000,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,2.0,0.0625,1000000,1000000,669156,330844,0.330843720703125,5.0,200000,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,3.0,0.09375,1000000,1000000,446111,553889,0.55388948046875,5.0,200000,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,4.0,0.125,1000000,1000000,334588,665412,0.6654123603515625,5.0,200000,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,6.0,0.1875,1000000,1000000,223065,776935,0.776935240234375,5.0,200000,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.5,8.0,0.25,1000000,1000000,167303,832697,0.8326966801757812,5.0,200000,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.1,0.003125,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.2,0.00625,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.3,0.009375,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.4,0.0125,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.5,0.015625,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.6,0.01875,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.75,0.0234375,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,0.9,0.028125,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,1.0,0.03125,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,1.2,0.0375,1000000,1000000,1000000,0,0.0,8.5,117648,19,0.16728515625,8.5,2.9889083479276124,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,1.5,0.046875,1000000,1000000,892199,107801,0.107801029687695,8.5,117648,19,0.16728515625,19.0,71.23409223584355,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,2.0,0.0625,1000000,1000000,669154,330846,0.3308458972663562,8.5,117648,19,0.16728515625,19.0,82.56742556917688,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,3.0,0.09375,1000000,1000000,446109,553891,0.5538907648431277,8.5,117648,19,0.16728515625,19.0,93.90075890251022,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,4.0,0.125,1000000,1000000,334587,665413,0.665413198631343,8.5,117648,19,0.16728515625,19.0,99.56742556917689,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,6.0,0.1875,1000000,1000000,223064,776936,0.7769356324235268,8.5,117648,19,0.16728515625,19.0,105.23409223584353,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.6,8.0,0.25,1000000,1000000,167303,832697,0.8326968493178266,8.5,117648,19,0.16728515625,19.0,108.06742556917688,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.1,0.003125,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.2,0.00625,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.3,0.009375,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.4,0.0125,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.5,0.015625,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.6,0.01875,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.75,0.0234375,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,0.9,0.028125,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,1.0,0.03125,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,1.2,0.0375,1000000,1000000,1000000,0,0.0,16.555555555555554,60403,19,0.16728515625,16.555555555555554,67.74859705238542,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,1.5,0.046875,1000000,1000000,892193,107807,0.10780704878476824,16.555555555555554,60403,19,0.16728515625,19.0,93.0308179773384,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,2.0,0.0625,1000000,1000000,669152,330848,0.3308479585949866,16.555555555555554,60403,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,3.0,0.09375,1000000,1000000,446108,553892,0.5538923057300201,16.555555555555554,60403,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,4.0,0.125,1000000,1000000,334586,665414,0.6654144792983329,16.555555555555554,60403,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,6.0,0.1875,1000000,1000000,223063,776937,0.7769366528667416,16.555555555555554,60403,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
time_merger,4,1,0.7,8.0,0.25,1000000,1000000,167302,832698,0.8326977396500924,16.555555555555554,60403,19,0.16728515625,19.0,113.57851722124926,7.73828125,1.33828125,inferred-structural-overflow
