time_ps,lane,source,stage,line,action,masked,credit,reactivate,fetch_ts,block_len,body_serial,sop,eop,tail_ready,tail_dropped,decision,running_ts,frame_lane_active,pending,pending_lane,q_valid,tk_sop,tk_curr,tk_future,tk_past,ingress_busy,cycle,frame,serial,allocator_next_cycle,timestamp,src,dst,hit_count,handle_wptr,ticket_rptr,page_len_next,kind,ptr,current_shd_idx,pending_mask,ticket_credit_before,ticket_credit_after,handle_depth,lane_credit_before,lane_credit_after,effective_lane_credit,drop_reason,lane_start,next_ticket_wptr,lane_credit,ticket_credit,pre_shd,pre_hit,valid,shd,hit
1622108000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405527,99,99,,204896,,,4,,,,,,,,1522,,,193,,192,,,,,,,,,,
1622108000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405527,99,99,,204960,,,4,,,,,,,,1518,,,72,,71,,,,,,,,,,
1622108000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405527,99,99,,204960,,,0,,,,,,,,1518,,,192,,191,,,,,,,,,,
1622108000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405527,99,99,,204912,,,0,,,,body,,,,1521,1520,,15,15,,,,,,,,,,,
1622108000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405527,99,99,,204960,,,0,,,,body,,,,1518,1517,,192,192,,,,,,,,,,,
1622108000,0,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405527,79,79,,164048,,,0,,,,body,,,,1520,1521,,,,,,,,,,,,,,
1622108000,1,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405527,79,79,,164048,,,0,,,,body,,,,1522,1523,,,,,,,,,,,,,,
1622108000,2,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405527,79,79,,164048,,,0,,,,body,,,,1518,1519,,,,,,,,,,,,,,
1622108000,3,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405527,79,79,,164048,,,0,,,,body,,,,1517,1518,,,,,,,,,,,,,,
1622112000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405528,99,99,,204928,,,0,,,,,,,,1521,,,15,,14,,,,,,,,,,
1622112000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405528,99,99,,204976,,,0,,,,,,,,1518,,,192,,191,,,,,,,,,,
1622112000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405528,99,99,,204928,,,0,,,,body,,,,1521,1520,,15,15,,,,,,,,,,,
1622112000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405528,99,99,,204976,,,0,,,,body,,,,1518,1517,,192,192,,,,,,,,,,,
1622116000,1,tlm,allocator_lane_action,,empty,,,,,,,,,,,,164048,,,,,,,,,,405529,79,79,,164048,,,0,,,,,,,,,,,,,,,,,,,,,,,
1622116000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405529,99,99,,204944,,,0,,,,,,,,1520,,,15,,14,,,,,,,,,,
1622116000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405529,99,99,,204992,,,4,,,,,,,,1517,,,192,,191,,,,,,,,,,
1622116000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405529,99,99,,204944,,,0,,,,body,,,,1520,1519,,15,15,,,,,,,,,,,
1622120000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405530,99,99,,204960,,,0,,,,,,,,1519,,,15,,14,,,,,,,,,,
1622120000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405530,99,99,,204960,,,0,,,,body,,,,1519,1518,,15,15,,,,,,,,,,,
1622122000,0,rtl,allocator_lane_action,779638,2,0,1,0,164080,4,79,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622122000,1,rtl,allocator_lane_action,779639,2,0,1,0,164080,0,79,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622122000,2,rtl,allocator_lane_action,779640,2,0,1,0,164080,0,79,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622122000,3,rtl,allocator_lane_action,779641,2,0,1,0,164080,0,79,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622124000,2,tlm,allocator_lane_action,,empty,,,,,,,,,,,,164048,,,,,,,,,,405531,79,79,,164048,,,0,,,,,,,,,,,,,,,,,,,,,,,
1622124000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405531,99,99,,204976,,,1,,,,,,,,1518,,,15,,14,,,,,,,,,,
1622124000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405531,99,99,,204896,,,4,,,,body,,,,1523,1522,,193,189,,,,,,,,,,,
1622124000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405531,99,99,,204960,,,4,,,,body,,,,1519,1518,,72,68,,,,,,,,,,,
1622128000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405532,99,99,,204912,,,0,,,,,,,,1522,,,189,,188,,,,,,,,,,
1622128000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405532,99,99,,204976,,,0,,,,,,,,1518,,,68,,67,,,,,,,,,,
1622128000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405532,99,99,,204976,,,1,,,,body,,,,1518,1517,,15,14,,,,,,,,,,,
1622128000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405532,99,99,,204912,,,0,,,,body,,,,1522,1521,,189,189,,,,,,,,,,,
1622128000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405532,99,99,,204976,,,0,,,,body,,,,1518,1517,,68,68,,,,,,,,,,,
1622132000,3,tlm,allocator_lane_action,,empty,,,,,,,,,,,,164048,,,,,,,,,,405533,79,79,,164048,,,0,,,,,,,,,,,,,,,,,,,,,,,
1622132000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204992,,,0,,,,,,,,1517,,,14,,13,,,,,,,,,,
1622132000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204928,,,0,,,,,,,,1521,,,189,,188,,,,,,,,,,
1622132000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204992,,,0,,,,,,,,1517,,,68,,67,,,,,,,,,,
1622132000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204992,,,0,,,,body,,,,1517,1516,,14,14,,,,,,,,,,,
1622132000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204928,,,0,,,,body,,,,1521,1520,,189,189,,,,,,,,,,,
1622132000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204992,,,0,,,,body,,,,1517,1516,,68,68,,,,,,,,,,,
1622132000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405533,99,99,,204992,,,4,,,,body,,,,1517,1516,,192,188,,,,,,,,,,,
1622134000,0,rtl,handle_accept,779645,,,,,,,,,,,,,,,,,,,,,,,,,,,164080,1261,37087,4,43,2016,0,,,,,,,,,,,,,,,,,,,,
1622136000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,205008,,,4,,,,,,,,1516,,,14,,13,,,,,,,,,,
1622136000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,204944,,,0,,,,,,,,1520,,,189,,188,,,,,,,,,,
1622136000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,205008,,,0,,,,,,,,1516,,,68,,67,,,,,,,,,,
1622136000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,205008,,,0,,,,,,,,1516,,,188,,187,,,,,,,,,,
1622136000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,204944,,,0,,,,body,,,,1520,1519,,189,189,,,,,,,,,,,
1622136000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,205008,,,0,,,,body,,,,1516,1515,,68,68,,,,,,,,,,,
1622136000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405534,99,99,,205008,,,0,,,,body,,,,1516,1515,,188,188,,,,,,,,,,,
1622140000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405535,99,99,,204960,,,0,,,,,,,,1519,,,189,,188,,,,,,,,,,
1622140000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405535,99,99,,205024,,,0,,,,,,,,1515,,,68,,67,,,,,,,,,,
1622140000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405535,99,99,,205024,,,0,,,,,,,,1515,,,188,,187,,,,,,,,,,
1622140000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405535,99,99,,204960,,,0,,,,body,,,,1519,1518,,189,189,,,,,,,,,,,
1622140000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405535,99,99,,205024,,,0,,,,body,,,,1515,1514,,68,68,,,,,,,,,,,
1622140000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405535,99,99,,205024,,,0,,,,body,,,,1515,1514,,188,188,,,,,,,,,,,
1622144000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405536,99,99,,204976,,,0,,,,,,,,1518,,,189,,188,,,,,,,,,,
1622144000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405536,99,99,,205040,,,0,,,,,,,,1514,,,68,,67,,,,,,,,,,
1622144000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405536,99,99,,205040,,,0,,,,,,,,1514,,,188,,187,,,,,,,,,,
1622144000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405536,99,99,,204976,,,0,,,,body,,,,1518,1517,,189,189,,,,,,,,,,,
1622144000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405536,99,99,,205040,,,0,,,,body,,,,1514,1513,,68,68,,,,,,,,,,,
1622144000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405536,99,99,,205040,,,0,,,,body,,,,1514,1513,,188,188,,,,,,,,,,,
1622148000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405537,99,99,,204992,,,0,,,,,,,,1517,,,189,,188,,,,,,,,,,
1622148000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405537,99,99,,205056,,,0,,,,,,,,1513,,,68,,67,,,,,,,,,,
1622148000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405537,99,99,,205056,,,0,,,,,,,,1513,,,188,,187,,,,,,,,,,
1622148000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405537,99,99,,204992,,,0,,,,body,,,,1517,1516,,189,189,,,,,,,,,,,
1622148000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405537,99,99,,205056,,,0,,,,body,,,,1513,1512,,68,68,,,,,,,,,,,
1622148000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405537,99,99,,205056,,,0,,,,body,,,,1513,1512,,188,188,,,,,,,,,,,
1622152000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205008,,,0,,,,,,,,1516,,,189,,188,,,,,,,,,,
1622152000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205072,,,0,,,,,,,,1512,,,68,,67,,,,,,,,,,
1622152000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205072,,,0,,,,,,,,1512,,,188,,187,,,,,,,,,,
1622152000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205008,,,4,,,,body,,,,1516,1515,,14,10,,,,,,,,,,,
1622152000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205008,,,0,,,,body,,,,1516,1515,,189,189,,,,,,,,,,,
1622152000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205072,,,0,,,,body,,,,1512,1511,,68,68,,,,,,,,,,,
1622152000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405538,99,99,,205072,,,0,,,,body,,,,1512,1511,,188,188,,,,,,,,,,,
1622156000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405539,99,99,,205024,,,0,,,,,,,,1515,,,10,,9,,,,,,,,,,
1622156000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405539,99,99,,205024,,,4,,,,,,,,1515,,,189,,188,,,,,,,,,,
1622156000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405539,99,99,,205088,,,0,,,,,,,,1511,,,68,,67,,,,,,,,,,
1622156000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405539,99,99,,205088,,,4,,,,,,,,1511,,,188,,187,,,,,,,,,,
1622156000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405539,99,99,,205024,,,0,,,,body,,,,1515,1514,,10,10,,,,,,,,,,,
1622156000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405539,99,99,,205088,,,0,,,,body,,,,1511,1510,,68,68,,,,,,,,,,,
1622160000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405540,99,99,,205040,,,4,,,,,,,,1514,,,10,,9,,,,,,,,,,
1622160000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405540,99,99,,205104,,,0,,,,,,,,1510,,,68,,67,,,,,,,,,,
1622160000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405540,99,99,,205104,,,0,,,,body,,,,1510,1509,,68,68,,,,,,,,,,,
1622164000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405541,99,99,,205120,,,4,,,,,,,,1509,,,68,,67,,,,,,,,,,
1622170000,,rtl,allocator_decision,779658,,,,,,,,,,,,idle_to_fetch,164096,15,15,15,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622172000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405543,99,99,,205024,,,4,,,,body,,,,1515,1514,,189,185,,,,,,,,,,,
1622172000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405543,99,99,,205088,,,4,,,,body,,,,1511,1510,,188,184,,,,,,,,,,,
1622176000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405544,99,99,,205040,,,0,,,,,,,,1514,,,185,,184,,,,,,,,,,
1622176000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405544,99,99,,205104,,,0,,,,,,,,1510,,,184,,183,,,,,,,,,,
1622176000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405544,99,99,,205040,,,4,,,,body,,,,1514,1513,,10,6,,,,,,,,,,,
1622176000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405544,99,99,,205040,,,0,,,,body,,,,1514,1513,,185,185,,,,,,,,,,,
1622176000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405544,99,99,,205104,,,0,,,,body,,,,1510,1509,,184,184,,,,,,,,,,,
1622180000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405545,99,99,,205056,,,0,,,,,,,,1513,,,6,,5,,,,,,,,,,
1622180000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405545,99,99,,205056,,,0,,,,,,,,1513,,,185,,184,,,,,,,,,,
1622180000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405545,99,99,,205120,,,4,,,,,,,,1509,,,184,,183,,,,,,,,,,
1622180000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405545,99,99,,205056,,,0,,,,body,,,,1513,1512,,6,6,,,,,,,,,,,
1622180000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405545,99,99,,205056,,,0,,,,body,,,,1513,1512,,185,185,,,,,,,,,,,
1622180000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405545,99,99,,205120,,,4,,,,body,,,,1509,1508,,68,64,,,,,,,,,,,
1622184000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405546,99,99,,205072,,,0,,,,,,,,1512,,,6,,5,,,,,,,,,,
1622184000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405546,99,99,,205072,,,0,,,,,,,,1512,,,185,,184,,,,,,,,,,
1622184000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405546,99,99,,205136,,,0,,,,,,,,1508,,,64,,63,,,,,,,,,,
1622184000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405546,99,99,,205072,,,0,,,,body,,,,1512,1511,,6,6,,,,,,,,,,,
1622184000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405546,99,99,,205072,,,0,,,,body,,,,1512,1511,,185,185,,,,,,,,,,,
1622184000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405546,99,99,,205136,,,0,,,,body,,,,1508,1507,,64,64,,,,,,,,,,,
1622188000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405547,99,99,,205088,,,0,,,,,,,,1511,,,6,,5,,,,,,,,,,
1622188000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405547,99,99,,205088,,,8,,,,,,,,1511,,,185,,184,,,,,,,,,,
1622188000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405547,99,99,,205152,,,0,,,,,,,,1507,,,64,,63,,,,,,,,,,
1622188000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405547,99,99,,205088,,,0,,,,body,,,,1511,1510,,6,6,,,,,,,,,,,
1622188000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405547,99,99,,205152,,,0,,,,body,,,,1507,1506,,64,64,,,,,,,,,,,
1622192000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405548,99,99,,205104,,,0,,,,,,,,1510,,,6,,5,,,,,,,,,,
1622192000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405548,99,99,,205168,,,0,,,,,,,,1506,,,64,,63,,,,,,,,,,
1622192000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405548,99,99,,205104,,,0,,,,body,,,,1510,1509,,6,6,,,,,,,,,,,
1622192000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405548,99,99,,205168,,,0,,,,body,,,,1506,1505,,64,64,,,,,,,,,,,
1622194000,0,rtl,credit_return,779678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,mover_done,43,,,,,,,,,,,,,,,,,,
1622196000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405549,99,99,,205120,,,0,,,,,,,,1509,,,6,,5,,,,,,,,,,
1622196000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405549,99,99,,205184,,,0,,,,,,,,1505,,,64,,63,,,,,,,,,,
1622196000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405549,99,99,,205120,,,0,,,,body,,,,1509,1508,,6,6,,,,,,,,,,,
1622196000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405549,99,99,,205184,,,0,,,,body,,,,1505,1504,,64,64,,,,,,,,,,,
1622196000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405549,99,99,,205120,,,4,,,,body,,,,1509,1508,,184,180,,,,,,,,,,,
1622198000,0,rtl,credit_return,779681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,credit_return,43,,,,,,,,,,,,,,,,,,
1622200000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405550,99,99,,205136,,,0,,,,,,,,1508,,,6,,5,,,,,,,,,,
1622200000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405550,99,99,,205200,,,0,,,,,,,,1504,,,64,,63,,,,,,,,,,
1622200000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405550,99,99,,205136,,,0,,,,,,,,1508,,,180,,179,,,,,,,,,,
1622200000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405550,99,99,,205136,,,0,,,,body,,,,1508,1507,,6,6,,,,,,,,,,,
1622200000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405550,99,99,,205200,,,0,,,,body,,,,1504,1503,,64,64,,,,,,,,,,,
1622200000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405550,99,99,,205136,,,0,,,,body,,,,1508,1507,,180,180,,,,,,,,,,,
1622204000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405551,99,99,,205152,,,0,,,,,,,,1507,,,6,,5,,,,,,,,,,
1622204000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405551,99,99,,205216,,,0,,,,,,,,1503,,,64,,63,,,,,,,,,,
1622204000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405551,99,99,,205152,,,0,,,,,,,,1507,,,180,,179,,,,,,,,,,
1622204000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405551,99,99,,205152,,,0,,,,body,,,,1507,1506,,6,6,,,,,,,,,,,
1622204000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405551,99,99,,205216,,,0,,,,body,,,,1503,1502,,64,64,,,,,,,,,,,
1622204000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405551,99,99,,205152,,,0,,,,body,,,,1507,1506,,180,180,,,,,,,,,,,
1622208000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405552,99,99,,205168,,,0,,,,,,,,1506,,,6,,5,,,,,,,,,,
1622208000,2,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405552,99,99,,205232,,,4,,,,,,,,1502,,,64,,63,,,,,,,,,,
1622208000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405552,99,99,,205168,,,0,,,,,,,,1506,,,180,,179,,,,,,,,,,
1622208000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405552,99,99,,205168,,,0,,,,body,,,,1506,1505,,6,6,,,,,,,,,,,
1622208000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405552,99,99,,205168,,,0,,,,body,,,,1506,1505,,180,180,,,,,,,,,,,
1622212000,,tlm,allocator_fetch,,,,,,,,,,,,,,164064,,,,,,,,,,405553,79,79,,,,,,,,,,,14,15,,,,,,,,,,,,,,,,
1622212000,0,tlm,allocator_lane_action,,empty,,,,,,,,,,,,164064,,,,,,,,,,405553,79,79,,164064,,,0,,,,,,,,,,,,,,,,,,,,,,,
1622212000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405553,99,99,,205184,,,0,,,,,,,,1505,,,6,,5,,,,,,,,,,
1622212000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405553,99,99,,205184,,,1,,,,,,,,1505,,,180,,179,,,,,,,,,,
1622212000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405553,99,99,,205184,,,0,,,,body,,,,1505,1504,,6,6,,,,,,,,,,,
1622212000,0,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405553,79,79,,164064,,,0,,,,body,,,,1504,1505,,,,,,,,,,,,,,
1622212000,1,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405553,79,79,,164064,,,0,,,,body,,,,1511,1512,,,,,,,,,,,,,,
1622212000,2,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405553,79,79,,164064,,,0,,,,body,,,,1502,1503,,,,,,,,,,,,,,
1622212000,3,tlm,ticket_pop,,,,,,,,,,,,,,,,,,,,,,,,405553,79,79,,164064,,,1,,,,body,,,,1505,1506,,,,,,,,,,,,,,
1622216000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405554,99,99,,205200,,,0,,,,,,,,1505,,,6,,5,,,,,,,,,,
1622216000,0,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405554,99,99,,205200,,,0,,,,body,,,,1505,1504,,6,6,,,,,,,,,,,
1622216000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405554,99,99,,205184,,,1,,,,body,,,,1506,1505,,180,179,,,,,,,,,,,
1622220000,1,tlm,allocator_lane_action,,empty,,,,,,,,,,,,164064,,,,,,,,,,405555,79,79,,164064,,,0,,,,,,,,,,,,,,,,,,,,,,,
1622220000,0,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405555,99,99,,205216,,,4,,,,,,,,1504,,,6,,5,,,,,,,,,,
1622220000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405555,99,99,,205200,,,0,,,,,,,,1505,,,179,,178,,,,,,,,,,
1622220000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405555,99,99,,205088,,,8,,,,body,,,,1512,1511,,185,177,,,,,,,,,,,
1622220000,3,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405555,99,99,,205200,,,0,,,,body,,,,1505,1504,,179,179,,,,,,,,,,,
1622224000,1,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405556,99,99,,205104,,,0,,,,,,,,1511,,,177,,176,,,,,,,,,,
1622224000,3,tlm,ingress_preaccept,,,,,,,,,,,,,,,,,,,,,,,,405556,99,99,,205216,,,8,,,,,,,,1504,,,179,,178,,,,,,,,,,
1622224000,1,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405556,99,99,,205104,,,0,,,,body,,,,1511,1510,,177,177,,,,,,,,,,,
1622224000,2,tlm,ticket_enqueue,,,,,,,,,,,,,,,,,,,,,,,,405556,99,99,,205232,,,4,,,,body,,,,1503,1502,,64,60,,,,,,,,,,,
1622228000,2,tlm,allocator_lane_action,,empty,,,,,,,,,,,,164064,,,,,,,,,,405557,79,79,,164064,,,0,,,,,,,,,,,,,,,,,,,,,,,
