n_shd,skew_frames,skew_timestamp_ticks,skew_ns,aligned_poisson_mean,offered_poisson_mean,opq_effective_capacity,old_tree_depth,old_effective_capacity,opq_loss_rate,old_time_merger_loss_rate,loss_ratio_clipped,log10_opq_loss_rate,log10_old_time_merger_loss_rate,log10_loss_ratio_clipped
64,0.21666666666666667,221.86666666666667,1774.9333333333334,38.272000000000006,51.02933333333334,256,2,32,1.850579400049326e-121,0.13186768378858418,1000000.0,-12.0,-0.8798616219810782,6.0
64,0.23333333333333334,238.93333333333334,1911.4666666666667,41.216,54.95466666666667,256,2,32,1.736644928305058e-114,0.17099506735800218,1000000.0,-12.0,-0.7670164173862002,6.0
64,0.25,256.0,2048.0,44.160000000000004,58.88,256,2,32,4.4012634151713615e-108,0.20761647421778714,1000000.0,-12.0,-0.682738188501747,6.0
64,0.26666666666666666,273.06666666666666,2184.5333333333333,47.104000000000006,62.80533333333334,256,2,32,3.5675717681031362e-102,0.2408204069404627,1000000.0,-12.0,-0.6183067140665431,6.0
64,0.2833333333333333,290.1333333333333,2321.0666666666666,50.048,66.73066666666666,256,2,32,1.062156411719359e-96,0.270552249776908,1000000.0,-12.0,-0.5677488503411416,6.0
64,0.3,307.2,2457.6,52.992000000000004,70.656,256,2,32,1.302576430964864e-91,0.29712497253090137,1000000.0,-12.0,-0.5270608454141327,6.0
64,0.31666666666666665,324.26666666666665,2594.133333333333,55.936,74.58133333333333,256,2,32,7.242952614154757e-87,0.3209438076532175,1000000.0,-12.0,-0.49357099925367565,6.0
64,0.3333333333333333,341.3333333333333,2730.6666666666665,58.88,78.50666666666666,256,2,32,1.9806333179781305e-82,0.3423925464452477,1000000.0,-12.0,-0.46547569806302935,6.0
64,0.35,358.4,2867.2,61.824,82.432,256,2,32,2.854832650053725e-78,0.3618015013275186,1000000.0,-12.0,-0.4415296353288749,6.0
64,0.36666666666666664,375.46666666666664,3003.733333333333,64.768,86.35733333333333,256,2,32,2.302255234172223e-74,0.37944669132018377,1000000.0,-12.0,-0.42084922975980743,6.0
64,0.3833333333333333,392.5333333333333,3140.2666666666664,67.712,90.28266666666666,256,2,32,1.0938926587798308e-70,0.3955576654717978,1000000.0,-12.0,-0.402790194920709,6.0
