implementation,n_lane,egress_symbols_per_beat,burstiness,scv,rate_per_lane,effective_load,effective_capacity,loss_probability
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.16990000000000002,0.48460511269923406,255,3.0625134073510837e-81
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.1738,0.4957290676111058,255,9.771969541732384e-79
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.17770000000000002,0.5068530225229776,255,2.7409224435145783e-76
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.1816,0.5179769774348494,255,6.795702056587639e-74
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.18550000000000003,0.5291009323467212,255,1.4971046838742133e-71
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.1894,0.5402248872585929,255,2.94486425607923e-69
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.19330000000000003,0.5513488421704646,255,5.1958649107619634e-67
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.19720000000000001,0.5624727970823364,255,8.2583549544572e-65
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.20110000000000003,0.5735967519942082,255,1.1872024586131871e-62
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.20500000000000002,0.5847207069060799,255,1.5495340600262636e-60
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.20890000000000003,0.5958446618179517,255,1.8427940249494448e-58
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.21280000000000002,0.6069686167298235,255,2.0036300417947235e-56
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.21670000000000003,0.6180925716416953,255,1.998051938547253e-54
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.22060000000000002,0.629216526553567,255,1.832952523304575e-52
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.22450000000000003,0.6403404814654388,255,1.55126466839909e-50
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.22840000000000002,0.6514644363773106,255,1.2144475728786755e-48
OPQ,4,1,-0.9666666666666667,0.016949152542372878,0.23230000000000003,0.6625883912891823,255,8.817283414440419e-47
