run_tag,burstiness,rho_lane,rtl_loss,tlm_loss,loss_tier,label
share_shallow_b-700_s0245_rho07840_f0004_seedc001,-0.700000,0.245000,0.24798349,0.24798349,controlled,RTL10k controlled 24.80% raw 7.84
