case_id,checkpoint,impl,source,rtl_sim_clean,offer_count,ingress_accept_count,controlled_drop_count,deliver_count,deliver_lane_known_count,expected_count,ingress_missing,ingress_extra,deliver_missing,deliver_extra,deliver_exact_checked,deliver_exact_missing,deliver_exact_extra,bucket_missing,bucket_extra,deliver_bucket_order_violations,loss_tier,match,log
opq_model_publish_loss_sweep_test,per-subframe basic,opq,UVM scoreboard OPQ_TXN trace,1,128,128,0,128,128,128,0,0,0,0,1,0,0,0,0,0,-,PASS,/home/yifeng/packages/mu3e_ip_dev/mu3e-ip-cores/packet_scheduler/model/rtl_sim/runs/opq_transaction_check_profile1_multiframe/logs/opq_model_publish_loss_sweep_test.log
