run_tag,sim_pass,burstiness,normalized_share_lane,persistent_bottleneck_share_lane,raw_rho_lane_hits_per_subheader,rho_ppm,rho_unit,burstiness_milli,n_lane,n_shd,egress_symbols_per_beat,lane_fifo_depth,ticket_fifo_depth,page_ram_depth,ready_duty_ppm,frame_count,subheaders_per_frame,frame_launch_period_cycles,frame_ts_step_ticks,noise_rho_ppm,cluster_rho_ppm,cluster_size_min,cluster_size_max,rng_seed,expected_hits,accepted_hits,dropped_hits,delivered_hits,unexplained_hits,loss_probability,loss_tier,persistent_loss_floor,merged_output_utilization
share_shallow_b700_s0230_rho07360_f0004_seeda064,1,0.7,0.23,0.25,7.36,7360000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,12349,7347651,17,17,1545576548,15358,15358,0,15358,0,0.0,-,0.0,0.95271484375
share_shallow_b700_s0235_rho07520_f0004_seeda065,1,0.7,0.235,0.25,7.52,7520000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,12617,7507383,17,17,1545576549,15624,15624,0,15624,0,0.0,-,0.0,0.97271484375
share_shallow_b700_s0240_rho07680_f0004_seeda066,1,0.7,0.24,0.25,7.68,7680000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,12886,7667114,17,17,1545576550,15967,15967,0,15967,0,0.0,-,0.0,0.99271484375
share_shallow_b700_s0242_rho07744_f0004_seeda067,1,0.7,0.242,0.25,7.744,7744000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,12993,7731007,17,17,1545576551,15609,15609,0,15609,0,0.0,-,0.0007384749483470781,1.00071484375
share_shallow_b700_s0245_rho07840_f0004_seeda068,1,0.7,0.245,0.25,7.84,7840000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,13154,7826846,17,17,1545576552,15717,15717,0,15717,0,0.0,-,0.012974330357142839,1.01271484375
share_shallow_b700_s0250_rho08000_f0004_seeda069,1,0.7,0.25,0.25,8.0,8000000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,13423,7986577,17,17,1545576553,16358,16358,0,16358,0,0.0,-,0.03271484375,1.03271484375
share_shallow_b700_s0255_rho08160_f0004_seeda06a,1,0.7,0.255,0.25,8.16,8160000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,13691,8146309,17,17,1545576554,16992,16992,0,16992,0,0.0,-,0.05168121936274511,1.05271484375
share_shallow_b700_s0260_rho08320_f0004_seeda06b,1,0.7,0.26,0.25,8.32,8320000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,13960,8306040,17,17,1545576555,17311,17311,0,17311,0,0.0,-,0.06991811899038465,1.07271484375
share_shallow_b700_s0270_rho08640_f0004_seeda06c,1,0.7,0.27,0.25,8.64,8640000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,14497,8625503,17,17,1545576556,18255,18255,0,18255,0,0.0,-,0.10436559606481488,1.11271484375
share_shallow_b700_s0280_rho08960_f0004_seeda06d,1,0.7,0.28,0.25,8.96,8960000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,15034,8944966,17,17,1545576557,18236,18236,0,18236,0,0.0,-,0.13635253906250008,1.15271484375
share_shallow_b700_s0300_rho09600_f0004_seeda06e,1,0.7,0.3,0.25,9.6,9600000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,16107,9583893,17,17,1545576558,19992,19992,0,19992,0,0.0,-,0.19392903645833331,1.23271484375
share_shallow_b700_s0340_rho10880_f0004_seeda06f,1,0.7,0.34,0.25,10.88,10880000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,18255,10861745,17,17,1545576559,21361,21361,0,21361,0,0.0,-,0.2887609145220589,1.39271484375
share_shallow_b700_s0400_rho12800_f0004_seeda070,1,0.7,0.4,0.25,12.8,12800000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,21477,12778523,17,17,1545576560,25844,25844,0,25844,0,0.0,-,0.39544677734375006,1.63271484375
share_shallow_b900_s0180_rho05760_f0004_seeda071,0,0.9,0.18,0.25,5.76,5760000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,5760000,181,181,1545576561,11370,11370,0,10602,768,0.0,inferred,0.0,0.75271484375
share_shallow_b900_s0200_rho06400_f0004_seeda072,0,0.9,0.2,0.25,6.4,6400000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,6400000,181,181,1545576562,13180,13180,0,12668,512,0.0,inferred,0.0,0.83271484375
share_shallow_b900_s0220_rho07040_f0004_seeda073,0,0.9,0.22,0.25,7.04,7040000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,7040000,181,181,1545576563,13073,13073,0,12817,256,0.0,inferred,0.0,0.91271484375
share_shallow_b900_s0230_rho07360_f0004_seeda074,0,0.9,0.23,0.25,7.36,7360000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,7360000,181,181,1545576564,13254,13254,0,12742,512,0.0,inferred,0.0,0.95271484375
share_shallow_b900_s0235_rho07520_f0004_seeda075,0,0.9,0.235,0.25,7.52,7520000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,7520000,181,181,1545576565,16257,16257,0,14465,1792,0.0,inferred,0.0,0.97271484375
share_shallow_b900_s0240_rho07680_f0004_seeda076,0,0.9,0.24,0.25,7.68,7680000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,7680000,181,181,1545576566,14842,14842,0,13818,1024,0.0,inferred,0.0,0.99271484375
share_shallow_b900_s0242_rho07744_f0004_seeda077,0,0.9,0.242,0.25,7.744,7744000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,7744000,181,181,1545576567,17598,17598,0,16318,1280,0.0,inferred,0.0007384749483470781,1.00071484375
share_shallow_b900_s0245_rho07840_f0004_seeda078,0,0.9,0.245,0.25,7.84,7840000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,7840000,181,181,1545576568,16438,16438,0,15670,768,0.0,inferred,0.012974330357142839,1.01271484375
share_shallow_b900_s0250_rho08000_f0004_seeda079,0,0.9,0.25,0.25,8.0,8000000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,8000000,181,181,1545576569,17705,17705,0,16425,1280,0.0,inferred,0.03271484375,1.03271484375
share_shallow_b900_s0255_rho08160_f0004_seeda07a,0,0.9,0.255,0.25,8.16,8160000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,8160000,181,181,1545576570,13904,13904,0,12624,1280,0.0,inferred,0.05168121936274511,1.05271484375
share_shallow_b900_s0260_rho08320_f0004_seeda07b,0,0.9,0.26,0.25,8.32,8320000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,8320000,181,181,1545576571,15969,15969,0,14945,1024,0.0,inferred,0.06991811899038465,1.07271484375
share_shallow_b900_s0270_rho08640_f0004_seeda07c,0,0.9,0.27,0.25,8.64,8640000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,8640000,181,181,1545576572,16290,16290,0,15522,768,0.0,inferred,0.10436559606481488,1.11271484375
share_shallow_b900_s0280_rho08960_f0004_seeda07d,0,0.9,0.28,0.25,8.96,8960000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,8960000,181,181,1545576573,21868,21868,0,19052,2816,0.0,inferred,0.13635253906250008,1.15271484375
share_shallow_b900_s0300_rho09600_f0004_seeda07e,0,0.9,0.3,0.25,9.6,9600000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,9600000,181,181,1545576574,18215,18215,0,15143,3072,0.0,inferred,0.19392903645833331,1.23271484375
share_shallow_b900_s0340_rho10880_f0004_seeda07f,0,0.9,0.34,0.25,10.88,10880000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,10880000,181,181,1545576575,22888,22888,0,19816,3072,0.0,inferred,0.2887609145220589,1.39271484375
share_shallow_b900_s0400_rho12800_f0004_seeda080,0,0.9,0.4,0.25,12.8,12800000,hits_per_subheader_per_lane,900,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,0,12800000,181,181,1545576576,23028,23028,0,19444,3584,0.0,inferred,0.39544677734375006,1.63271484375
