run_tag,case,n_lane,egress_symbols_per_beat,rho_ppm,burstiness_milli,frame_count,subheaders_per_frame,inter_frame_gap_cycles,lane_fifo_depth,ticket_fifo_depth,page_ram_depth,frame_ts_step_ticks,frame_launch_period_cycles,feb_header_latency_cycles,tlm_offered_hits,rtl_expected_hits,tlm_dropped_hits,tlm_predrop_hits,tlm_postdrop_hits,tlm_ft_drop_hits,rtl_dropped_hits,tlm_loss,rtl_loss,max_lane_fifo_used,max_ticket_fifo_used,max_handle_fifo_used,max_page_frames,max_page_words,max_cycle,sequence_monotonic
opq_x4_boundary_b000_rho00800_period4096,RTL-LS-002,4,4,800000,0,16,128,4096,2048,4096,65536,2048,4096,4096,6415,6415,0,0,0,0,0,0.0,0.0,87,90,20,1,583,62055,1
