run_tag,sim_pass,burstiness,normalized_share_lane,persistent_bottleneck_share_lane,raw_rho_lane_hits_per_subheader,rho_ppm,rho_unit,burstiness_milli,n_lane,n_shd,egress_symbols_per_beat,lane_fifo_depth,ticket_fifo_depth,handle_fifo_depth,page_ram_depth,ready_duty_ppm,frame_count,subheaders_per_frame,frame_launch_period_cycles,frame_ts_step_ticks,noise_rho_ppm,cluster_rho_ppm,cluster_size_min,cluster_size_max,rng_seed,expected_hits,accepted_hits,dropped_hits,delivered_hits,unexplained_hits,loss_probability,loss_tier,persistent_loss_floor,merged_output_utilization
share_shallow_b-700_s0245_rho07840_f0004_seedc001,1,-0.7,0.245,0.25,7.84,7840000,hits_per_subheader_per_lane,-700,4,128,1,2048,1024,256,65536,1000000,4,128,4096,2048,7840000,0,1,1,1545584641,15993,12027,3966,12027,0,0.24798349277809043,controlled,0.012974330357142839,1.01271484375
