run_tag,sim_pass,burstiness,normalized_share_lane,persistent_bottleneck_share_lane,raw_rho_lane_hits_per_subheader,rho_ppm,rho_unit,burstiness_milli,n_lane,n_shd,egress_symbols_per_beat,lane_fifo_depth,ticket_fifo_depth,page_ram_depth,ready_duty_ppm,frame_count,subheaders_per_frame,frame_launch_period_cycles,frame_ts_step_ticks,noise_rho_ppm,cluster_rho_ppm,cluster_size_min,cluster_size_max,rng_seed,expected_hits,accepted_hits,dropped_hits,delivered_hits,unexplained_hits,loss_probability,loss_tier,persistent_loss_floor,merged_output_utilization
share_shallow_b000_s0230_rho07360_f0004_seed9001,1,0.0,0.23,0.25,7.36,7360000,hits_per_subheader_per_lane,0,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,7360000,0,1,1,1545572353,15273,15273,0,15273,0,0.0,-,0.0,0.95271484375
share_shallow_b000_s0250_rho08000_f0004_seed9002,1,0.0,0.25,0.25,8.0,8000000,hits_per_subheader_per_lane,0,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,8000000,0,1,1,1545572354,16600,16600,0,16600,0,0.0,-,0.03271484375,1.03271484375
share_shallow_b000_s0270_rho08640_f0004_seed9003,1,0.0,0.27,0.25,8.64,8640000,hits_per_subheader_per_lane,0,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,8640000,0,1,1,1545572355,17774,17774,0,17774,0,0.0,-,0.10436559606481488,1.11271484375
share_shallow_b000_s0300_rho09600_f0021_seed9001,1,0.0,0.3,0.25,9.6,9600000,hits_per_subheader_per_lane,0,4,128,1,8192,4096,65536,1000000,21,128,4096,2048,9600000,0,1,1,1545572353,103468,68322,35146,68322,0,0.3396799010322032,controlled,0.19392903645833331,1.23271484375
share_shallow_b403_s0250_rho08000_f0004_seed9004,1,0.403,0.25,0.25,8.0,8000000,hits_per_subheader_per_lane,403,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,603865,7396135,4,4,1545572356,16151,16151,0,16151,0,0.0,-,0.03271484375,1.03271484375
share_shallow_b700_s0250_rho08000_f0004_seed9005,1,0.7,0.25,0.25,8.0,8000000,hits_per_subheader_per_lane,700,4,128,1,8192,4096,65536,1000000,4,128,4096,2048,13423,7986577,17,17,1545572357,16195,16195,0,16195,0,0.0,-,0.03271484375,1.03271484375
