run_tag,case,n_lane,egress_symbols_per_beat,rho_ppm,burstiness_milli,frame_count,subheaders_per_frame,inter_frame_gap_cycles,lane_fifo_depth,ticket_fifo_depth,page_ram_depth,frame_ts_step_ticks,frame_launch_period_cycles,feb_header_latency_cycles,tlm_offered_hits,rtl_expected_hits,tlm_dropped_hits,tlm_predrop_hits,tlm_postdrop_hits,tlm_ft_drop_hits,tlm_lane_predrop_hits,tlm_lane_postdrop_hits,tlm_lane_ft_drop_hits,tlm_lane_dropped_hits,rtl_dropped_hits,tlm_loss,rtl_loss,max_lane_fifo_used,max_ticket_fifo_used,max_handle_fifo_used,max_page_frames,max_page_words,max_cycle,sequence_monotonic
share_shallow_b000_s0230_rho07360_f0004_seed9001,RTL-LS-002,4,1,7360000,0,4,128,4096,8192,4096,65536,2048,4096,4096,15273,15273,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2529,273,64,2,7967,36779,1
share_shallow_b000_s0250_rho08000_f0004_seed9002,RTL-LS-002,4,1,8000000,0,4,128,4096,8192,4096,65536,2048,4096,4096,16600,16600,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2801,276,64,2,8526,38220,1
share_shallow_b000_s0270_rho08640_f0004_seed9003,RTL-LS-002,4,1,8640000,0,4,128,4096,8192,4096,65536,2048,4096,4096,17774,17774,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3022,277,64,2,9244,39266,1
share_shallow_b000_s0300_rho09600_f0021_seed9001,RTL-LS-002,4,1,9600000,0,21,128,4096,8192,4096,65536,2048,4096,4096,103468,103468,34982,25933,9049,0,6334;6649;6438;6512,2140;2222;2445;2242,0;0;0;0,8474;8871;8883;8754,35146,0.3380948699114702,0.3396799010322032,8189,884,64,2,10219,136090,1
share_shallow_b403_s0250_rho08000_f0004_seed9004,RTL-LS-002,4,1,8000000,403,4,128,4096,8192,4096,65536,2048,4096,4096,16151,16151,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2657,273,64,2,8168,37632,1
share_shallow_b700_s0250_rho08000_f0004_seed9005,RTL-LS-002,4,1,8000000,700,4,128,4096,8192,4096,65536,2048,4096,4096,16195,16195,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2727,206,64,2,8387,32265,1
