run_tag,case,sim_pass,n_lane,n_shd,egress_symbols_per_beat,lane_fifo_depth,ticket_fifo_depth,frame_launch_period_cycles,ready_duty,rho_unit,rho_lane,link_utilization,source_word_utilization,merged_output_utilization,hits_per_subheader_per_lane,persistent_knee_rho_lane,above_persistent_knee,persistent_loss_floor,opq_80pct_lossless_target_rho,burstiness,expected_hits,accepted_hits,dropped_hits,delivered_hits,unexplained_hits,controlled_loss_hit_count,asserted_loss_hit_count,end_to_end_missing_hit_count,inferred_missing_hit_count,loss_tier,loss_probability,loss_ppm
scan128_b500_rho2000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,2.0,0.0625,0.09521484375,0.28271484375,2.0,7.73828125,0,0.0,6.190625000000001,0.5,1000890,123770,877120,78880,47225,877120,0,922010,47225,mixed,0.8763400573489595,876340
scan128_b500_rho3000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,3.0,0.09375,0.12646484375,0.40771484375,3.0,7.73828125,0,0.0,6.190625000000001,0.5,1000840,141630,859210,77225,69390,859210,0,923615,69390,mixed,0.8584888693497462,858489
scan128_b500_rho4000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,4.0,0.125,0.15771484375,0.53271484375,4.0,7.73828125,0,0.0,6.190625000000001,0.5,1000320,146045,854275,73695,76165,854275,0,926625,76165,mixed,0.8540017194497761,854002
scan128_b500_rho6000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,6.0,0.1875,0.22021484375,0.78271484375,6.0,7.73828125,0,0.0,6.190625000000001,0.5,1000795,89295,911500,63200,27555,911500,0,937595,27555,mixed,0.9107759331331592,910776
scan128_b500_rho8000,RTL-LS-002,1,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,8.0,0.25,0.28271484375,1.03271484375,8.0,7.73828125,1,0.03271484375,6.190625000000001,0.5,1003285,60970,942315,60970,0,942315,0,942315,0,controlled,0.9392296306632711,939230
scan128_b600_rho0100,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.1,0.003125,0.03583984375,0.04521484375,0.1,7.73828125,0,0.0,6.190625000000001,0.6,1004446,105373,899073,94829,11125,899073,0,909617,11125,mixed,0.8950934146783401,895093
scan128_b600_rho0200,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.2,0.00625,0.03896484375,0.05771484375,0.2,7.73828125,0,0.0,6.190625000000001,0.6,999366,110691,888675,100167,11297,888675,0,899199,11297,mixed,0.889238777384862,889239
scan128_b600_rho0300,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.3,0.009375,0.04208984375,0.07021484375,0.3,7.73828125,0,0.0,6.190625000000001,0.6,999293,118470,880823,105382,14023,880823,0,893911,14023,mixed,0.8814461824509928,881446
scan128_b600_rho0400,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.4,0.0125,0.04521484375,0.08271484375,0.4,7.73828125,0,0.0,6.190625000000001,0.6,1004362,130164,874198,114847,16477,874198,0,889515,16477,mixed,0.8704013094880133,870401
scan128_b600_rho0500,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.5,0.015625,0.04833984375,0.09521484375,0.5,7.73828125,0,0.0,6.190625000000001,0.6,998389,145983,852406,127519,20148,852406,0,870870,20148,mixed,0.8537814419029056,853781
scan128_b600_rho0600,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.6,0.01875,0.05146484375,0.10771484375,0.6,7.73828125,0,0.0,6.190625000000001,0.6,994660,140801,853859,119035,22880,853859,0,875625,22880,mixed,0.8584430860796655,858443
scan128_b600_rho0750,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.75,0.0234375,0.05615234375,0.12646484375,0.75,7.73828125,0,0.0,6.190625000000001,0.6,998661,120014,878647,101958,20173,878647,0,896703,20173,mixed,0.8798250857898726,879825
scan128_b600_rho0900,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.9,0.028125,0.06083984375,0.14521484375,0.9,7.73828125,0,0.0,6.190625000000001,0.6,998795,130452,868343,109527,22687,868343,0,889268,22687,mixed,0.8693906156919088,869391
scan128_b600_rho1000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,1.0,0.03125,0.06396484375,0.15771484375,1.0,7.73828125,0,0.0,6.190625000000001,0.6,1002830,126386,876444,100869,27346,876444,0,901961,27346,mixed,0.8739706630236431,873971
scan128_b600_rho1200,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,1.2,0.0375,0.07021484375,0.18271484375,1.2,7.73828125,0,0.0,6.190625000000001,0.6,1000815,128309,872506,97965,32799,872506,0,902850,32799,mixed,0.8717954866783572,871795
scan128_b600_rho1500,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,1.5,0.046875,0.07958984375,0.22021484375,1.5,7.73828125,0,0.0,6.190625000000001,0.6,1000804,125262,875542,91969,33641,875542,0,908835,33641,mixed,0.8748386297416877,874839
scan128_b600_rho2000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,2.0,0.0625,0.09521484375,0.28271484375,2.0,7.73828125,0,0.0,6.190625000000001,0.6,1004286,125193,879093,82880,47220,879093,0,921406,47220,mixed,0.8753412872428771,875341
scan128_b600_rho3000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,3.0,0.09375,0.12646484375,0.40771484375,3.0,7.73828125,0,0.0,6.190625000000001,0.6,1005419,148384,857035,84020,67511,857035,0,921399,67511,mixed,0.8524157590019683,852416
scan128_b600_rho4000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,4.0,0.125,0.15771484375,0.53271484375,4.0,7.73828125,0,0.0,6.190625000000001,0.6,1002679,150169,852510,78565,76599,852510,0,924114,76599,mixed,0.8502322278615588,850232
scan128_b600_rho6000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,6.0,0.1875,0.22021484375,0.78271484375,6.0,7.73828125,0,0.0,6.190625000000001,0.6,996560,138478,858082,72841,67832,858082,0,923719,67832,mixed,0.8610439913301758,861044
scan128_b600_rho8000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,8.0,0.25,0.28271484375,1.03271484375,8.0,7.73828125,1,0.03271484375,6.190625000000001,0.6,1008750,94693,914057,67936,27615,914057,0,940814,27615,mixed,0.9061283767038414,906128
scan128_b700_rho0100,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.1,0.003125,0.03583984375,0.04521484375,0.1,7.73828125,0,0.0,6.190625000000001,0.7,993938,110054,883884,100604,9978,883884,0,893334,9978,mixed,0.889274783739026,889275
scan128_b700_rho0200,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.2,0.00625,0.03896484375,0.05771484375,0.2,7.73828125,0,0.0,6.190625000000001,0.7,998001,114194,883807,102988,12077,883807,0,895013,12077,mixed,0.8855772689606524,885577
scan128_b700_rho0300,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.3,0.009375,0.04208984375,0.07021484375,0.3,7.73828125,0,0.0,6.190625000000001,0.7,989662,127675,861987,112224,16237,861987,0,877438,16237,mixed,0.8709913081435884,870991
scan128_b700_rho0400,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.4,0.0125,0.04521484375,0.08271484375,0.4,7.73828125,0,0.0,6.190625000000001,0.7,1001364,127658,873706,110292,19191,873706,0,891072,19191,mixed,0.8725158883283202,872516
scan128_b700_rho0500,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.5,0.015625,0.04833984375,0.09521484375,0.5,7.73828125,0,0.0,6.190625000000001,0.7,1005023,146173,858850,128162,20006,858850,0,876861,20006,mixed,0.8545575573892339,854558
scan128_b700_rho0600,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.6,0.01875,0.05146484375,0.10771484375,0.6,7.73828125,0,0.0,6.190625000000001,0.7,994277,137710,856567,111597,28037,856567,0,882680,28037,mixed,0.8614973493302168,861497
scan128_b700_rho0750,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.75,0.0234375,0.05615234375,0.12646484375,0.75,7.73828125,0,0.0,6.190625000000001,0.7,1001041,132335,868706,110170,23614,868706,0,890871,23614,mixed,0.8678026174752083,867803
scan128_b700_rho0900,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,0.9,0.028125,0.06083984375,0.14521484375,0.9,7.73828125,0,0.0,6.190625000000001,0.7,1004838,129105,875733,106224,26093,875733,0,898614,26093,mixed,0.8715166026762523,871517
scan128_b700_rho1000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,1.0,0.03125,0.06396484375,0.15771484375,1.0,7.73828125,0,0.0,6.190625000000001,0.7,996614,136266,860348,106573,31235,860348,0,890041,31235,mixed,0.8632710357269715,863271
scan128_b700_rho1200,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,1.2,0.0375,0.07021484375,0.18271484375,1.2,7.73828125,0,0.0,6.190625000000001,0.7,992357,131716,860641,104675,29162,860641,0,887682,29162,mixed,0.8672695411026475,867270
scan128_b700_rho1500,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,1.5,0.046875,0.07958984375,0.22021484375,1.5,7.73828125,0,0.0,6.190625000000001,0.7,992992,140556,852436,104468,38050,852436,0,888524,38050,mixed,0.8584520318391287,858452
scan128_b700_rho2000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,2.0,0.0625,0.09521484375,0.28271484375,2.0,7.73828125,0,0.0,6.190625000000001,0.7,998244,130648,867596,94792,40003,867596,0,903452,40003,mixed,0.869122178545526,869122
scan128_b700_rho3000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,3.0,0.09375,0.12646484375,0.40771484375,3.0,7.73828125,0,0.0,6.190625000000001,0.7,996749,131188,865561,83321,51934,865561,0,913428,51934,mixed,0.8683841167635985,868384
scan128_b700_rho4000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,4.0,0.125,0.15771484375,0.53271484375,4.0,7.73828125,0,0.0,6.190625000000001,0.7,1002735,158830,843905,85298,77206,843905,0,917437,77206,mixed,0.8416032152064105,841603
scan128_b700_rho6000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,6.0,0.1875,0.22021484375,0.78271484375,6.0,7.73828125,0,0.0,6.190625000000001,0.7,1001060,159206,841854,72558,91311,841854,0,928502,91311,mixed,0.8409625796655545,840963
scan128_b700_rho8000,RTL-LS-002,0,4,128,1,2048,4096,4096,1.0,hits_per_subheader_per_lane,8.0,0.25,0.28271484375,1.03271484375,8.0,7.73828125,1,0.03271484375,6.190625000000001,0.7,1002183,128291,873892,66700,63719,873892,0,935483,63719,mixed,0.8719884492153629,871988
