run_tag,case,n_lane,egress_symbols_per_beat,rho_ppm,burstiness_milli,frame_count,subheaders_per_frame,inter_frame_gap_cycles,lane_fifo_depth,ticket_fifo_depth,page_ram_depth,frame_ts_step_ticks,frame_launch_period_cycles,feb_header_latency_cycles,tlm_offered_hits,rtl_expected_hits,tlm_dropped_hits,tlm_predrop_hits,tlm_postdrop_hits,tlm_ft_drop_hits,tlm_lane_predrop_hits,tlm_lane_postdrop_hits,tlm_lane_ft_drop_hits,tlm_lane_dropped_hits,rtl_dropped_hits,tlm_loss,rtl_loss,max_lane_fifo_used,max_ticket_fifo_used,max_handle_fifo_used,max_page_frames,max_page_words,max_cycle,sequence_monotonic
share_shallow_b403_s0270_rho08640_f0004_seeda04c,RTL-LS-002,4,1,8640000,403,4,128,4096,8192,4096,65536,2048,4096,4096,17346,17346,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2889,278,64,2,9189,38701,1
share_shallow_b403_s0280_rho08960_f0004_seeda04d,RTL-LS-002,4,1,8960000,403,4,128,4096,8192,4096,65536,2048,4096,4096,17767,17767,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3021,277,64,2,9264,39113,1
share_shallow_b403_s0300_rho09600_f0004_seeda04e,RTL-LS-002,4,1,9600000,403,4,128,4096,8192,4096,65536,2048,4096,4096,19563,19563,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3352,281,64,2,10063,40645,1
share_shallow_b403_s0340_rho10880_f0004_seeda04f,RTL-LS-002,4,1,10880000,403,4,128,4096,8192,4096,65536,2048,4096,4096,22594,22594,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3964,287,64,2,11321,43891,1
share_shallow_b403_s0400_rho12800_f0004_seeda050,RTL-LS-002,4,1,12800000,403,4,128,4096,8192,4096,65536,2048,4096,4096,25913,25913,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,4596,296,64,2,13446,47230,1
share_shallow_b500_s0180_rho05760_f0004_seeda051,RTL-LS-002,4,1,5760000,500,4,128,4096,8192,4096,65536,2048,4096,4096,11770,11770,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,1860,232,64,2,6010,31590,1
share_shallow_b500_s0200_rho06400_f0004_seeda052,RTL-LS-002,4,1,6400000,500,4,128,4096,8192,4096,65536,2048,4096,4096,13230,13230,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2120,244,64,2,6722,33535,1
share_shallow_b500_s0220_rho07040_f0004_seeda053,RTL-LS-002,4,1,7040000,500,4,128,4096,8192,4096,65536,2048,4096,4096,14430,14430,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2395,243,64,2,7511,34381,1
share_shallow_b500_s0230_rho07360_f0004_seeda054,RTL-LS-002,4,1,7360000,500,4,128,4096,8192,4096,65536,2048,4096,4096,15135,15135,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2575,258,64,2,8028,35216,1
share_shallow_b500_s0235_rho07520_f0004_seeda055,RTL-LS-002,4,1,7520000,500,4,128,4096,8192,4096,65536,2048,4096,4096,15385,15385,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2685,252,64,2,8182,35605,1
share_shallow_b500_s0240_rho07680_f0004_seeda056,RTL-LS-002,4,1,7680000,500,4,128,4096,8192,4096,65536,2048,4096,4096,15970,15970,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2675,251,64,2,8228,36233,1
share_shallow_b500_s0242_rho07744_f0004_seeda057,RTL-LS-002,4,1,7744000,500,4,128,4096,8192,4096,65536,2048,4096,4096,16390,16390,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2715,258,64,2,8458,36442,1
share_shallow_b500_s0245_rho07840_f0004_seeda058,RTL-LS-002,4,1,7840000,500,4,128,4096,8192,4096,65536,2048,4096,4096,16020,16020,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2670,270,64,2,8452,36270,1
share_shallow_b500_s0250_rho08000_f0004_seeda059,RTL-LS-002,4,1,8000000,500,4,128,4096,8192,4096,65536,2048,4096,4096,16020,16020,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2690,259,64,2,8303,36464,1
share_shallow_b500_s0255_rho08160_f0004_seeda05a,RTL-LS-002,4,1,8160000,500,4,128,4096,8192,4096,65536,2048,4096,4096,16460,16460,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2775,251,64,2,8583,36341,1
share_shallow_b500_s0260_rho08320_f0004_seeda05b,RTL-LS-002,4,1,8320000,500,4,128,4096,8192,4096,65536,2048,4096,4096,17575,17575,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2980,263,64,2,9087,38379,1
share_shallow_b500_s0270_rho08640_f0004_seeda05c,RTL-LS-002,4,1,8640000,500,4,128,4096,8192,4096,65536,2048,4096,4096,17900,17900,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2990,265,64,2,9388,38760,1
share_shallow_b500_s0280_rho08960_f0004_seeda05d,RTL-LS-002,4,1,8960000,500,4,128,4096,8192,4096,65536,2048,4096,4096,17885,17885,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3145,272,64,2,9192,38431,1
share_shallow_b500_s0300_rho09600_f0004_seeda05e,RTL-LS-002,4,1,9600000,500,4,128,4096,8192,4096,65536,2048,4096,4096,19635,19635,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3345,274,64,2,10248,40151,1
share_shallow_b500_s0340_rho10880_f0004_seeda05f,RTL-LS-002,4,1,10880000,500,4,128,4096,8192,4096,65536,2048,4096,4096,22680,22680,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3930,287,64,2,11708,43259,1
share_shallow_b500_s0400_rho12800_f0004_seeda060,RTL-LS-002,4,1,12800000,500,4,128,4096,8192,4096,65536,2048,4096,4096,26940,26940,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,4830,292,64,2,13793,48327,1
share_shallow_b700_s0180_rho05760_f0004_seeda061,RTL-LS-002,4,1,5760000,700,4,128,4096,8192,4096,65536,2048,4096,4096,12264,12264,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2041,213,60,2,6440,27370,1
share_shallow_b700_s0200_rho06400_f0004_seeda062,RTL-LS-002,4,1,6400000,700,4,128,4096,8192,4096,65536,2048,4096,4096,12495,12495,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,1993,215,55,2,6736,27278,1
share_shallow_b700_s0220_rho07040_f0004_seeda063,RTL-LS-002,4,1,7040000,700,4,128,4096,8192,4096,65536,2048,4096,4096,14868,14868,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2420,210,64,2,7655,30841,1
share_shallow_b700_s0230_rho07360_f0004_seeda064,RTL-LS-002,4,1,7360000,700,4,128,4096,8192,4096,65536,2048,4096,4096,15358,15358,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2485,205,64,2,8024,31826,1
share_shallow_b700_s0235_rho07520_f0004_seeda065,RTL-LS-002,4,1,7520000,700,4,128,4096,8192,4096,65536,2048,4096,4096,15624,15624,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2639,204,64,2,8310,32130,1
share_shallow_b700_s0240_rho07680_f0004_seeda066,RTL-LS-002,4,1,7680000,700,4,128,4096,8192,4096,65536,2048,4096,4096,15967,15967,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2758,202,64,2,8670,32635,1
share_shallow_b700_s0242_rho07744_f0004_seeda067,RTL-LS-002,4,1,7744000,700,4,128,4096,8192,4096,65536,2048,4096,4096,15609,15609,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2605,205,64,2,8134,31322,1
share_shallow_b700_s0245_rho07840_f0004_seeda068,RTL-LS-002,4,1,7840000,700,4,128,4096,8192,4096,65536,2048,4096,4096,15717,15717,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2961,206,64,2,8269,32099,1
share_shallow_b700_s0250_rho08000_f0004_seeda069,RTL-LS-002,4,1,8000000,700,4,128,4096,8192,4096,65536,2048,4096,4096,16358,16358,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3112,208,64,2,8779,33553,1
share_shallow_b700_s0255_rho08160_f0004_seeda06a,RTL-LS-002,4,1,8160000,700,4,128,4096,8192,4096,65536,2048,4096,4096,16992,16992,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2931,203,64,2,9036,34252,1
share_shallow_b700_s0260_rho08320_f0004_seeda06b,RTL-LS-002,4,1,8320000,700,4,128,4096,8192,4096,65536,2048,4096,4096,17311,17311,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3013,199,64,2,9415,34900,1
share_shallow_b700_s0270_rho08640_f0004_seeda06c,RTL-LS-002,4,1,8640000,700,4,128,4096,8192,4096,65536,2048,4096,4096,18255,18255,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3336,205,64,2,9453,35645,1
share_shallow_b700_s0280_rho08960_f0004_seeda06d,RTL-LS-002,4,1,8960000,700,4,128,4096,8192,4096,65536,2048,4096,4096,18236,18236,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3218,199,64,2,9570,34728,1
share_shallow_b700_s0300_rho09600_f0004_seeda06e,RTL-LS-002,4,1,9600000,700,4,128,4096,8192,4096,65536,2048,4096,4096,19992,19992,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3574,208,64,2,10294,37501,1
share_shallow_b700_s0340_rho10880_f0004_seeda06f,RTL-LS-002,4,1,10880000,700,4,128,4096,8192,4096,65536,2048,4096,4096,21361,21361,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3798,227,64,2,11013,39237,1
share_shallow_b700_s0400_rho12800_f0004_seeda070,RTL-LS-002,4,1,12800000,700,4,128,4096,8192,4096,65536,2048,4096,4096,25844,25844,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,4790,259,64,2,13277,45117,1
share_shallow_b900_s0180_rho05760_f0004_seeda071,RTL-LS-002,4,1,5760000,900,4,128,4096,8192,4096,65536,2048,4096,4096,11370,11370,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,1448,221,3,2,5288,25744,1
share_shallow_b900_s0200_rho06400_f0004_seeda072,RTL-LS-002,4,1,6400000,900,4,128,4096,8192,4096,65536,2048,4096,4096,13180,13180,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,1884,222,4,2,6456,24957,1
share_shallow_b900_s0220_rho07040_f0004_seeda073,RTL-LS-002,4,1,7040000,900,4,128,4096,8192,4096,65536,2048,4096,4096,13073,13073,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2353,212,4,2,8093,24781,1
share_shallow_b900_s0230_rho07360_f0004_seeda074,RTL-LS-002,4,1,7360000,900,4,128,4096,8192,4096,65536,2048,4096,4096,13254,13254,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,1703,219,4,1,4338,27950,1
share_shallow_b900_s0235_rho07520_f0004_seeda075,RTL-LS-002,4,1,7520000,900,4,128,4096,8192,4096,65536,2048,4096,4096,16257,16257,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3077,215,10,2,9182,28808,1
share_shallow_b900_s0240_rho07680_f0004_seeda076,RTL-LS-002,4,1,7680000,900,4,128,4096,8192,4096,65536,2048,4096,4096,14842,14842,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2353,213,6,2,8564,26307,1
share_shallow_b900_s0242_rho07744_f0004_seeda077,RTL-LS-002,4,1,7744000,900,4,128,4096,8192,4096,65536,2048,4096,4096,17598,17598,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2534,202,7,2,9912,26638,1
share_shallow_b900_s0245_rho07840_f0004_seeda078,RTL-LS-002,4,1,7840000,900,4,128,4096,8192,4096,65536,2048,4096,4096,16438,16438,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3439,227,12,2,9912,28551,1
share_shallow_b900_s0250_rho08000_f0004_seeda079,RTL-LS-002,4,1,8000000,900,4,128,4096,8192,4096,65536,2048,4096,4096,17705,17705,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3258,220,9,2,10168,30283,1
share_shallow_b900_s0255_rho08160_f0004_seeda07a,RTL-LS-002,4,1,8160000,900,4,128,4096,8192,4096,65536,2048,4096,4096,13904,13904,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,1884,224,6,2,8091,25517,1
share_shallow_b900_s0260_rho08320_f0004_seeda07b,RTL-LS-002,4,1,8320000,900,4,128,4096,8192,4096,65536,2048,4096,4096,15969,15969,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2789,227,6,1,4810,28952,1
share_shallow_b900_s0270_rho08640_f0004_seeda07c,RTL-LS-002,4,1,8640000,900,4,128,4096,8192,4096,65536,2048,4096,4096,16290,16290,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2172,221,6,2,8565,26999,1
share_shallow_b900_s0280_rho08960_f0004_seeda07d,RTL-LS-002,4,1,8960000,900,4,128,4096,8192,4096,65536,2048,4096,4096,21868,21868,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3620,203,11,3,17375,35912,1
share_shallow_b900_s0300_rho09600_f0004_seeda07e,RTL-LS-002,4,1,9600000,900,4,128,4096,8192,4096,65536,2048,4096,4096,18215,18215,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,2789,215,8,2,10268,30361,1
share_shallow_b900_s0340_rho10880_f0004_seeda07f,RTL-LS-002,4,1,10880000,900,4,128,4096,8192,4096,65536,2048,4096,4096,22888,22888,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,3694,202,10,2,13620,35318,1
share_shallow_b900_s0400_rho12800_f0004_seeda080,RTL-LS-002,4,1,12800000,900,4,128,4096,8192,4096,65536,2048,4096,4096,23028,23028,0,0,0,0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0,0.0,0.0,4163,200,15,3,18099,36600,1
